index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Bartow,Adairsville,6995,754,2207,685,2,3648,177,586,136,0,899,4547,
1,Bartow,Allatoona,4729,545,1126,441,0,2112,119,277,79,0,475,2587,
2,Bartow,Cartersville East,6805,652,1919,863,0,3434,154,419,187,0,760,4194,
3,Bartow,Cartersville West,8129,645,2902,1117,1,4665,131,562,207,0,900,5565,
4,Bartow,Cassville,4588,437,1317,849,4,2607,105,292,181,0,578,3185,
5,Bartow,Center,4007,636,1200,503,0,2339,138,248,87,2,475,2814,
6,Bartow,Emerson,3122,540,720,352,0,1612,126,146,60,1,333,1945,
7,Bartow,Euharlee,5322,805,1611,524,0,2940,194,369,114,1,678,3618,
8,Bartow,Folsom,1448,349,325,130,0,804,80,66,16,0,162,966,
9,Bartow,Hamilton Crossing,6598,713,2115,476,1,3305,145,476,105,0,726,4031,
10,Bartow,Kingston,2674,550,588,263,0,1401,165,172,49,0,386,1787,
11,Bartow,Mission Road,4012,416,1280,470,2,2168,96,260,107,1,464,2632,
12,Bartow,Pine Log,2132,577,446,225,0,1248,116,110,34,0,260,1508,
13,Bartow,Taylorsville,2829,627,667,264,0,1558,189,172,56,0,417,1975,
14,Bartow,White,2723,579,678,288,1,1546,126,156,38,0,320,1866,
15,Bartow,Zena Drive,6431,591,1592,691,5,2879,159,368,145,1,673,3552,
16,Bartow,Woodland,1865,289,506,225,1,1021,63,104,46,0,213,1234,
