index,County,Precinct,Registered Voters,Jody Hice (I) (Rep)_Election Day Votes,Jody Hice (I) (Rep)_Advanced Voting Votes,Jody Hice (I) (Rep)_Absentee by Mail Votes,Jody Hice (I) (Rep)_Provisional Votes,Jody Hice (I) (Rep)_Choice Total,Tabitha Johnson-Green (Dem)_Election Day Votes,Tabitha Johnson-Green (Dem)_Advanced Voting Votes,Tabitha Johnson-Green (Dem)_Absentee by Mail Votes,Tabitha Johnson-Green (Dem)_Provisional Votes,Tabitha Johnson-Green (Dem)_Choice Total,Total,
0,Jefferson,Stapleton Crossroads,441,68,100,18,1,187,31,35,49,1,116,303,
1,Jefferson,Matthews,621,180,90,40,1,311,38,56,37,0,131,442,
2,Jefferson,Wrens,2870,256,498,117,0,871,297,365,304,3,969,1840,
3,Jefferson,Louisville,3899,114,798,153,1,1066,257,752,430,4,1443,2509,
4,Jefferson,Wadley,1906,78,235,48,0,361,237,277,299,0,813,1174,
5,Jefferson,Bartow,531,73,86,22,0,181,55,65,36,0,156,337,
6,Jefferson,Stapleton,678,154,87,33,0,274,74,54,38,0,166,440,
7,Jefferson,Avera,388,150,56,23,1,230,19,10,11,0,40,270,
