index,County,Precinct,Registered Voters,Rita Harkins (I) (Rep)_Election Day Votes,Rita Harkins (I) (Rep)_Advanced Voting Votes,Rita Harkins (I) (Rep)_Absentee by Mail Votes,Rita Harkins (I) (Rep)_Provisional Votes,Rita Harkins (I) (Rep)_Choice Total,Total,
0,Lumpkin,Dahlonega,22407,2252,8966,2620,1,13839,13839,
