index,County,Precinct,Registered Voters,Jim Sheppard (I) (Rep)_Election Day Votes,Jim Sheppard (I) (Rep)_Advanced Voting Votes,Jim Sheppard (I) (Rep)_Absentee by Mail Votes,Jim Sheppard (I) (Rep)_Provisional Votes,Jim Sheppard (I) (Rep)_Choice Total,Total,
0,Lumpkin,Dahlonega,22407,2249,8907,2580,1,13737,13737,
