index,County,Precinct,Registered Voters,Mike Young (Rep)_Election Day Votes,Mike Young (Rep)_Advanced Voting Votes,Mike Young (Rep)_Absentee by Mail Votes,Mike Young (Rep)_Provisional Votes,Mike Young (Rep)_Choice Total,Total,
0,Lumpkin,Dahlonega,22407,2255,8938,2553,1,13747,13747,
