index,County,Precinct,Registered Voters,Bobby Mayfield (I) (Rep)_Election Day Votes,Bobby Mayfield (I) (Rep)_Advanced Voting Votes,Bobby Mayfield (I) (Rep)_Absentee by Mail Votes,Bobby Mayfield (I) (Rep)_Provisional Votes,Bobby Mayfield (I) (Rep)_Choice Total,Total,
0,Lumpkin,Dahlonega,22407,2237,8861,2538,1,13637,13637,
