index,County,Precinct,Registered Voters,Stacy Jarrard (I) (Rep)_Election Day Votes,Stacy Jarrard (I) (Rep)_Advanced Voting Votes,Stacy Jarrard (I) (Rep)_Absentee by Mail Votes,Stacy Jarrard (I) (Rep)_Provisional Votes,Stacy Jarrard (I) (Rep)_Choice Total,Total,
0,Lumpkin,Dahlonega,22407,2278,9183,2800,1,14262,14262,
