index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Glascock,Edgehill,136,25,35,4,0,64,18,13,4,0,35,99,
1,Glascock,Gibson,677,68,165,38,0,271,50,69,22,0,141,412,
2,Glascock,Mill,778,93,212,51,0,356,36,82,17,0,135,491,
3,Glascock,Mitchell,448,66,78,33,0,177,34,51,26,0,111,288,
