index,County,Precinct,Registered Voters,Jody Hice (I) (Rep)_Election Day Votes,Jody Hice (I) (Rep)_Advanced Voting Votes,Jody Hice (I) (Rep)_Absentee by Mail Votes,Jody Hice (I) (Rep)_Provisional Votes,Jody Hice (I) (Rep)_Choice Total,Tabitha Johnson-Green (Dem)_Election Day Votes,Tabitha Johnson-Green (Dem)_Advanced Voting Votes,Tabitha Johnson-Green (Dem)_Absentee by Mail Votes,Tabitha Johnson-Green (Dem)_Provisional Votes,Tabitha Johnson-Green (Dem)_Choice Total,Total,
0,Glascock,Edgehill,136,50,45,11,0,106,0,8,2,0,10,116,
1,Glascock,Gibson,677,101,259,61,0,421,15,15,17,0,47,468,
2,Glascock,Mill,778,142,327,68,0,537,8,16,15,0,39,576,
3,Glascock,Mitchell,448,99,133,57,0,289,14,16,18,0,48,337,
