index,County,Precinct,Registered Voters,Max Burns (Rep)_Election Day Votes,Max Burns (Rep)_Advanced Voting Votes,Max Burns (Rep)_Absentee by Mail Votes,Max Burns (Rep)_Provisional Votes,Max Burns (Rep)_Choice Total,Ceretta Smith (Dem)_Election Day Votes,Ceretta Smith (Dem)_Advanced Voting Votes,Ceretta Smith (Dem)_Absentee by Mail Votes,Ceretta Smith (Dem)_Provisional Votes,Ceretta Smith (Dem)_Choice Total,Total,
0,McDuffie,131,1172,17,103,44,0,164,82,285,203,0,570,734,
1,McDuffie,132,1507,110,775,157,0,1042,12,52,52,0,116,1158,
2,McDuffie,133A,1278,104,401,80,0,585,39,117,92,0,248,833,
3,McDuffie,133B,1959,199,743,136,0,1078,44,163,104,0,311,1389,
4,McDuffie,134,1908,63,380,86,0,529,111,359,323,0,793,1322,
5,McDuffie,135,3089,169,1052,238,0,1459,89,383,201,0,673,2132,
6,McDuffie,136,1940,34,117,37,0,188,158,385,316,0,859,1047,
7,McDuffie,137,1202,77,581,115,0,773,19,85,64,0,168,941,
8,McDuffie,139,978,74,313,65,0,452,30,134,97,0,261,713,
