index,County,Precinct,Registered Voters,Jody Hice (I) (Rep)_Election Day Votes,Jody Hice (I) (Rep)_Advanced Voting Votes,Jody Hice (I) (Rep)_Absentee by Mail Votes,Jody Hice (I) (Rep)_Provisional Votes,Jody Hice (I) (Rep)_Choice Total,Tabitha Johnson-Green (Dem)_Election Day Votes,Tabitha Johnson-Green (Dem)_Advanced Voting Votes,Tabitha Johnson-Green (Dem)_Absentee by Mail Votes,Tabitha Johnson-Green (Dem)_Provisional Votes,Tabitha Johnson-Green (Dem)_Choice Total,Total,
0,McDuffie,131,1172,12,98,41,0,151,86,284,206,0,576,727,
1,McDuffie,132,1507,109,784,156,0,1049,11,47,53,0,111,1160,
2,McDuffie,133A,1278,103,397,79,0,579,40,121,91,0,252,831,
3,McDuffie,133B,1959,200,744,131,0,1075,45,160,104,0,309,1384,
4,McDuffie,134,1908,61,379,87,0,527,110,357,322,0,789,1316,
5,McDuffie,135,3089,168,1058,237,0,1463,90,373,203,0,666,2129,
6,McDuffie,136,1940,36,118,37,0,191,154,378,318,0,850,1041,
7,McDuffie,137,1202,70,578,113,0,761,24,85,65,0,174,935,
8,McDuffie,139,978,72,312,63,0,447,29,132,98,0,259,706,
