index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Forsyth,01 Big Creek,11222,521,3452,1225,3,5201,209,1809,1339,2,3359,50,183,93,0,326,8886,
1,Forsyth,02 Brandywine,4500,324,823,309,1,1457,240,771,596,1,1608,44,57,40,0,141,3206,
2,Forsyth,03 Browns Bridge,10740,744,4192,1089,2,6027,158,852,533,3,1546,67,222,83,0,372,7945,
3,Forsyth,04 Chestatee,6776,544,2946,619,1,4110,72,377,283,1,733,46,133,31,1,211,5054,
4,Forsyth,05 Coal Mountain,7852,568,3147,599,1,4315,144,799,415,1,1359,49,159,30,0,238,5912,
5,Forsyth,06 Crossroads,7061,486,2923,485,1,3895,79,555,288,0,922,47,156,21,0,224,5041,
6,Forsyth,07 Cumming,6281,308,2057,551,1,2917,121,584,435,0,1140,45,121,49,1,216,4273,
7,Forsyth,08 Mashburn,8296,560,3178,937,1,4676,127,834,630,1,1592,55,164,74,0,293,6561,
8,Forsyth,10 Midway,11631,570,4886,1070,4,6530,164,1447,969,0,2580,59,230,89,0,378,9488,
9,Forsyth,15 Heardsville,8091,589,3424,734,0,4747,120,665,447,0,1232,51,180,47,0,278,6257,
10,Forsyth,16 Otwell,6333,398,2384,710,3,3495,89,598,384,0,1071,40,127,32,0,199,4765,
11,Forsyth,19 Old Atlanta,3739,181,1359,324,0,1864,52,544,352,0,948,14,71,25,0,110,2922,
12,Forsyth,21 South Forsyth,8318,301,3308,937,1,4547,90,1010,778,2,1880,20,129,73,0,222,6649,
13,Forsyth,25 Windermere,9714,479,3391,841,1,4712,192,1626,915,2,2735,31,167,67,0,265,7712,
14,Forsyth,27 Concord,9858,831,4322,758,2,5913,124,834,455,0,1413,79,211,60,1,351,7677,
15,Forsyth,29 Polo,11222,642,3652,1204,0,5498,223,1423,1154,0,2800,64,180,88,0,332,8630,
16,Forsyth,34 Fowler,4965,304,1478,427,0,2209,109,781,540,1,1431,38,95,63,0,196,3836,
17,Forsyth,35 Johns Creek,8444,268,2521,881,1,3671,136,1417,1135,0,2688,22,146,83,0,251,6610,
18,Forsyth,36 Nichols,6989,317,2499,613,2,3431,120,1208,665,2,1995,36,140,60,0,236,5662,
19,Forsyth,37 Sawnee,11952,536,4730,1101,3,6370,130,1461,951,4,2546,62,286,86,0,434,9350,
