index,County,Precinct,Registered Voters,Gerald M. Blocker (Rep)_Election Day Votes,Gerald M. Blocker (Rep)_Advanced Voting Votes,Gerald M. Blocker (Rep)_Absentee by Mail Votes,Gerald M. Blocker (Rep)_Provisional Votes,Gerald M. Blocker (Rep)_Choice Total,David Richardson (I) (Dem)_Election Day Votes,David Richardson (I) (Dem)_Advanced Voting Votes,David Richardson (I) (Dem)_Absentee by Mail Votes,David Richardson (I) (Dem)_Provisional Votes,David Richardson (I) (Dem)_Choice Total,Total,
0,Long,Beards Creek,1539,189,246,46,1,482,114,147,93,0,354,836,
