index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Fayette,Blackrock,2699,174,787,523,6,1490,41,204,114,2,361,1851,
1,Fayette,Brooks,2567,445,732,382,2,1561,112,183,53,0,348,1909,
2,Fayette,Europe,3310,194,995,696,11,1896,52,269,127,5,453,2349,
3,Fayette,Fayetteville East,2147,135,580,347,4,1066,43,146,80,2,271,1337,
4,Fayette,Fayetteville West,2362,156,690,383,1,1230,51,158,75,0,284,1514,
5,Fayette,Flint,1732,178,490,281,0,949,39,143,58,0,240,1189,
6,Fayette,Hopeful,2309,225,647,378,1,1251,71,170,67,0,308,1559,
7,Fayette,Morning Creek,3059,186,915,648,1,1750,71,197,118,0,386,2136,
8,Fayette,Rareover,3045,166,1341,312,2,1821,33,325,56,1,415,2236,
9,Fayette,Sandy Creek,4848,247,1818,674,4,2743,61,492,108,2,663,3406,
10,Fayette,Shakerag East,1689,213,575,236,2,1026,42,118,20,0,180,1206,
11,Fayette,Shakerag West,1236,57,551,227,2,837,15,120,30,0,165,1002,
12,Fayette,Starrsmill,3572,388,969,542,0,1899,78,202,53,0,333,2232,
13,Fayette,Whitewater,3564,309,1372,603,10,2294,66,257,72,1,396,2690,
14,Fayette,Woolsey,2542,305,741,460,0,1506,64,151,70,0,285,1791,
15,Fayette,McIntosh,3323,214,1376,563,2,2155,44,253,65,0,362,2517,
16,Fayette,Oak Grove,1344,142,534,179,1,856,39,81,24,0,144,1000,
17,Fayette,Kedron,4862,400,1875,732,2,3009,95,339,114,0,548,3557,
18,Fayette,Aberdeen,1805,150,707,246,0,1103,26,140,40,0,206,1309,
19,Fayette,Windgate,1011,133,397,138,1,669,19,77,11,1,108,777,
20,Fayette,Flat Creek,2117,214,673,320,2,1209,41,139,42,1,223,1432,
21,Fayette,Braelinn,1876,177,773,277,1,1228,35,147,39,0,221,1449,
22,Fayette,Kenwood,1014,116,279,199,1,595,24,67,46,1,138,733,
23,Fayette,Banks,1624,188,383,330,0,901,36,118,49,0,203,1104,
24,Fayette,Harps Crossing,1646,167,463,279,1,910,33,119,44,1,197,1107,
25,Fayette,Willow Pond,3100,262,989,549,4,1804,61,239,91,3,394,2198,
26,Fayette,Dogwood,3092,260,1167,498,2,1927,45,288,96,1,430,2357,
27,Fayette,Oak Ridge,2225,202,599,472,3,1276,44,151,87,3,285,1561,
28,Fayette,Jeff Davis,2876,140,800,467,6,1413,50,183,97,2,332,1745,
29,Fayette,Murphy,3224,203,993,611,2,1809,57,243,127,2,429,2238,
30,Fayette,Fielding Ridge,3497,302,1476,535,0,2313,53,270,60,0,383,2696,
31,Fayette,Willowbend,2007,161,800,281,0,1242,36,152,25,0,213,1455,
32,Fayette,Camp Creek,1895,156,760,286,1,1203,36,151,42,1,230,1433,
33,Fayette,Rising Star,3833,364,1752,558,3,2677,77,369,91,0,537,3214,
34,Fayette,Spring Hill,3299,182,1041,597,1,1821,40,242,110,0,392,2213,
35,Fayette,Antioch,1956,286,481,301,1,1069,63,116,59,0,238,1307,
