index,County,Precinct,Registered Voters,Becky E. Hites (Rep)_Election Day Votes,Becky E. Hites (Rep)_Advanced Voting Votes,Becky E. Hites (Rep)_Absentee by Mail Votes,Becky E. Hites (Rep)_Provisional Votes,Becky E. Hites (Rep)_Choice Total,David Scott (I) (Dem)_Election Day Votes,David Scott (I) (Dem)_Advanced Voting Votes,David Scott (I) (Dem)_Absentee by Mail Votes,David Scott (I) (Dem)_Provisional Votes,David Scott (I) (Dem)_Choice Total,Total,
0,Fayette,Europe,3310,46,150,79,2,277,199,1127,781,13,2120,2397,
1,Fayette,Hopeful,2309,145,328,99,0,572,158,517,365,1,1041,1613,
2,Fayette,Morning Creek,3059,109,417,278,0,804,154,710,519,0,1383,2187,
3,Fayette,Sandy Creek,4848,38,339,88,1,466,42,328,167,0,537,1003,
4,Fayette,Kenwood,1014,47,62,41,0,150,92,296,213,2,603,753,
5,Fayette,Banks,1624,118,239,162,0,519,112,273,230,0,615,1134,
6,Fayette,Dogwood,3092,71,351,93,0,515,46,189,141,0,376,891,
7,Fayette,Oak Ridge,2225,121,288,168,1,578,133,470,411,6,1020,1598,
