index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Fayette,Blackrock,2699,175,735,472,8,1390,43,253,156,1,453,1843,
1,Fayette,Brooks,2567,392,627,314,1,1334,155,269,115,1,540,1874,
2,Fayette,Europe,3310,194,964,623,11,1792,52,292,204,4,552,2344,
3,Fayette,Fayetteville East,2147,133,521,301,5,960,44,196,115,0,355,1315,
4,Fayette,Fayetteville West,2362,150,632,346,1,1129,58,213,112,0,383,1512,
5,Fayette,Flint,1732,157,454,250,0,861,60,173,90,0,323,1184,
6,Fayette,Hopeful,2309,225,616,328,0,1169,71,199,118,0,388,1557,
7,Fayette,Morning Creek,3059,181,815,538,0,1534,71,290,220,1,582,2116,
8,Fayette,Rareover,3045,159,1198,267,3,1627,41,453,99,0,593,2220,
9,Fayette,Sandy Creek,4848,230,1691,575,5,2501,74,612,193,1,880,3381,
10,Fayette,Shakerag East,1689,196,512,206,2,916,54,164,52,0,270,1186,
11,Fayette,Shakerag West,1236,55,476,197,1,729,16,191,62,1,270,999,
12,Fayette,Starrsmill,3572,330,837,462,0,1629,132,328,134,0,594,2223,
13,Fayette,Whitewater,3564,286,1197,528,9,2020,90,407,140,1,638,2658,
14,Fayette,Woolsey,2542,260,604,369,0,1233,113,282,152,0,547,1780,
15,Fayette,McIntosh,3323,193,1172,458,1,1824,56,428,165,1,650,2474,
16,Fayette,Oak Grove,1344,125,463,164,1,753,52,145,41,0,238,991,
17,Fayette,Kedron,4862,364,1631,623,2,2620,128,562,206,0,896,3516,
18,Fayette,Aberdeen,1805,128,621,208,0,957,47,211,71,0,329,1286,
19,Fayette,Windgate,1011,127,372,114,2,615,26,102,29,0,157,772,
20,Fayette,Flat Creek,2117,191,627,258,2,1078,59,181,96,1,337,1415,
21,Fayette,Braelinn,1876,146,671,226,1,1044,64,247,85,0,396,1440,
22,Fayette,Kenwood,1014,101,272,188,1,562,32,73,54,1,160,722,
23,Fayette,Banks,1624,170,359,279,0,808,54,143,89,0,286,1094,
24,Fayette,Harps Crossing,1646,153,397,240,2,792,44,177,86,0,307,1099,
25,Fayette,Willow Pond,3100,225,889,459,4,1577,88,321,168,4,581,2158,
26,Fayette,Dogwood,3092,235,1071,428,2,1736,65,374,149,1,589,2325,
27,Fayette,Oak Ridge,2225,172,555,399,3,1129,72,185,154,3,414,1543,
28,Fayette,Jeff Davis,2876,134,737,406,4,1281,53,235,150,3,441,1722,
29,Fayette,Murphy,3224,192,892,546,2,1632,67,329,189,2,587,2219,
30,Fayette,Fielding Ridge,3497,269,1286,479,0,2034,86,436,122,0,644,2678,
31,Fayette,Willowbend,2007,145,705,242,0,1092,47,244,63,0,354,1446,
32,Fayette,Camp Creek,1895,145,675,248,2,1070,46,232,69,0,347,1417,
33,Fayette,Rising Star,3833,308,1504,480,2,2294,129,594,160,1,884,3178,
34,Fayette,Spring Hill,3299,162,942,505,1,1610,59,339,191,0,589,2199,
35,Fayette,Antioch,1956,253,417,245,1,916,93,171,115,0,379,1295,
