index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Fayette,Blackrock,2699,81,273,200,6,560,131,727,457,4,1319,14,15,4,0,33,1912,
1,Fayette,Brooks,2567,519,833,297,2,1651,30,97,138,0,265,18,14,11,0,43,1959,
2,Fayette,Europe,3310,45,163,86,4,298,189,1084,752,12,2037,8,20,16,0,44,2379,
3,Fayette,Fayetteville East,2147,70,295,157,2,524,93,433,265,3,794,17,24,13,0,54,1372,
4,Fayette,Fayetteville West,2362,119,347,165,0,631,84,478,304,1,867,12,35,9,0,56,1554,
5,Fayette,Flint,1732,125,195,120,0,440,87,439,219,0,745,5,14,9,0,28,1213,
6,Fayette,Hopeful,2309,137,335,105,0,577,144,480,358,1,983,15,26,7,0,48,1608,
7,Fayette,Morning Creek,3059,106,429,282,1,818,149,669,478,1,1297,7,19,22,0,48,2163,
8,Fayette,Rareover,3045,138,1173,208,3,1522,51,484,156,0,691,15,67,13,0,95,2308,
9,Fayette,Sandy Creek,4848,127,917,242,2,1288,171,1406,536,4,2117,18,52,17,0,87,3492,
10,Fayette,Shakerag East,1689,184,456,123,2,765,57,222,137,0,416,14,18,9,0,41,1222,
11,Fayette,Shakerag West,1236,48,475,118,1,642,15,185,141,1,342,9,24,15,0,48,1032,
12,Fayette,Starrsmill,3572,379,948,389,0,1716,75,225,203,0,503,24,28,14,0,66,2285,
13,Fayette,Whitewater,3564,290,1185,394,4,1873,75,437,282,6,800,17,39,20,1,77,2750,
14,Fayette,Woolsey,2542,316,739,350,0,1405,37,148,184,0,369,19,19,14,0,52,1826,
15,Fayette,McIntosh,3323,202,1134,317,2,1655,48,477,305,0,830,10,48,22,0,80,2565,
16,Fayette,Oak Grove,1344,117,419,102,0,638,50,187,103,0,340,12,24,4,1,41,1019,
17,Fayette,Kedron,4862,306,1331,360,1,1998,176,860,494,2,1532,34,80,29,0,143,3673,
18,Fayette,Aberdeen,1805,127,604,170,0,901,42,243,111,0,396,13,23,10,0,46,1343,
19,Fayette,Windgate,1011,106,320,67,2,495,26,141,79,0,246,20,26,8,0,54,795,
20,Fayette,Flat Creek,2117,154,514,204,3,875,88,290,154,1,533,22,32,13,0,67,1475,
21,Fayette,Braelinn,1876,177,762,192,2,1133,36,163,110,0,309,8,19,14,0,41,1483,
22,Fayette,Kenwood,1014,45,69,47,0,161,89,276,203,2,570,6,9,4,0,19,750,
23,Fayette,Banks,1624,126,242,163,0,531,95,255,214,0,564,9,7,9,0,25,1120,
24,Fayette,Harps Crossing,1646,152,391,191,2,736,50,180,140,1,371,4,17,9,0,30,1137,
25,Fayette,Willow Pond,3100,204,679,238,7,1128,103,535,389,2,1029,18,28,27,0,73,2230,
26,Fayette,Dogwood,3092,217,990,307,2,1516,74,500,276,0,850,16,41,17,0,74,2440,
27,Fayette,Oak Ridge,2225,132,303,184,2,621,114,434,374,6,928,6,18,14,0,38,1587,
28,Fayette,Jeff Davis,2876,71,331,191,2,595,113,637,372,4,1126,14,20,11,1,46,1767,
29,Fayette,Murphy,3224,152,611,313,3,1079,98,607,408,1,1114,14,31,23,1,69,2262,
30,Fayette,Fielding Ridge,3497,259,1204,255,0,1718,78,509,334,0,921,29,65,28,0,122,2761,
31,Fayette,Willowbend,2007,139,684,170,0,993,49,257,133,0,439,14,31,11,0,56,1488,
32,Fayette,Camp Creek,1895,156,681,170,1,1008,31,233,149,1,414,7,30,11,0,48,1470,
33,Fayette,Rising Star,3833,349,1610,364,1,2324,72,510,278,2,862,26,58,22,0,106,3292,
34,Fayette,Spring Hill,3299,127,585,246,0,958,85,690,464,2,1241,15,34,15,0,64,2263,
35,Fayette,Antioch,1956,242,350,169,1,762,94,221,190,0,505,20,27,15,0,62,1329,
