index,County,Precinct,Registered Voters,Donald Britt_Election Day Votes,Donald Britt_Advanced Voting Votes,Donald Britt_Absentee by Mail Votes,Donald Britt_Provisional Votes,Donald Britt_Choice Total,Kay Brumbelow_Election Day Votes,Kay Brumbelow_Advanced Voting Votes,Kay Brumbelow_Absentee by Mail Votes,Kay Brumbelow_Provisional Votes,Kay Brumbelow_Choice Total,Total,
0,Fayette,Brooks,2567,42,51,37,1,131,77,107,37,1,222,353,
