index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Fayette,Blackrock,2699,82,272,204,5,563,146,762,490,5,1403,3,4,5,0,12,1978,
1,Fayette,Brooks,2567,529,850,286,2,1667,44,114,168,0,326,6,5,8,0,19,2012,
2,Fayette,Europe,3310,53,165,87,3,308,197,1124,778,12,2111,7,9,10,0,26,2445,
3,Fayette,Fayetteville East,2147,75,295,157,3,530,104,464,289,5,862,9,6,9,0,24,1416,
4,Fayette,Fayetteville West,2362,120,367,166,0,653,94,511,322,1,928,8,13,3,0,24,1605,
5,Fayette,Flint,1732,128,201,119,0,448,87,460,235,0,782,9,4,7,0,20,1250,
6,Fayette,Hopeful,2309,150,342,105,0,597,154,507,368,1,1030,5,8,6,0,19,1646,
7,Fayette,Morning Creek,3059,114,440,281,1,836,145,701,514,1,1361,4,11,5,0,20,2217,
8,Fayette,Rareover,3045,140,1186,198,3,1527,61,563,200,0,824,11,34,3,0,48,2399,
9,Fayette,Sandy Creek,4848,146,940,232,3,1321,169,1473,590,3,2235,5,26,7,0,38,3594,
10,Fayette,Shakerag East,1689,179,466,124,1,770,70,247,152,1,470,11,7,2,0,20,1260,
11,Fayette,Shakerag West,1236,49,464,119,1,633,24,222,169,1,416,4,15,2,0,21,1070,
12,Fayette,Starrsmill,3572,377,962,370,0,1709,93,267,260,0,620,18,9,5,0,32,2361,
13,Fayette,Whitewater,3564,285,1165,357,4,1811,94,515,351,7,967,8,16,16,0,40,2818,
14,Fayette,Woolsey,2542,324,745,339,0,1408,53,172,219,0,444,10,3,2,0,15,1867,
15,Fayette,McIntosh,3323,189,1113,313,1,1616,72,566,366,1,1005,7,15,6,0,28,2649,
16,Fayette,Oak Grove,1344,128,407,99,0,634,61,226,120,2,409,3,12,2,0,17,1060,
17,Fayette,Kedron,4862,319,1330,339,1,1989,195,956,574,3,1728,16,32,17,0,65,3782,
18,Fayette,Aberdeen,1805,127,595,161,0,883,54,293,138,0,485,6,8,5,0,19,1387,
19,Fayette,Windgate,1011,117,312,64,2,495,28,166,86,0,280,14,15,4,0,33,808,
20,Fayette,Flat Creek,2117,150,513,208,2,873,104,326,184,2,616,14,15,4,0,33,1522,
21,Fayette,Braelinn,1876,171,755,183,1,1110,47,200,137,0,384,4,8,8,1,21,1515,
22,Fayette,Kenwood,1014,48,66,35,0,149,93,289,218,2,602,6,2,2,0,10,761,
23,Fayette,Banks,1624,126,248,170,0,544,106,268,229,0,603,4,4,4,0,12,1159,
24,Fayette,Harps Crossing,1646,146,388,179,2,715,61,208,167,1,437,7,5,3,0,15,1167,
25,Fayette,Willow Pond,3100,209,686,229,5,1129,113,593,434,3,1143,8,6,16,1,31,2303,
26,Fayette,Dogwood,3092,223,987,290,3,1503,85,541,326,0,952,7,17,7,0,31,2486,
27,Fayette,Oak Ridge,2225,129,305,176,2,612,120,458,407,6,991,2,5,6,0,13,1616,
28,Fayette,Jeff Davis,2876,78,341,185,4,608,120,671,414,7,1212,7,3,0,0,10,1830,
29,Fayette,Murphy,3224,151,613,299,4,1067,110,649,452,1,1212,7,15,8,0,30,2309,
30,Fayette,Fielding Ridge,3497,252,1187,236,0,1675,108,611,383,0,1102,14,25,7,0,46,2823,
31,Fayette,Willowbend,2007,144,668,153,0,965,61,320,173,0,554,5,12,10,0,27,1546,
32,Fayette,Camp Creek,1895,164,685,170,1,1020,39,267,178,1,485,2,14,7,0,23,1528,
33,Fayette,Rising Star,3833,359,1575,336,1,2271,91,618,341,2,1052,8,21,17,0,46,3369,
34,Fayette,Spring Hill,3299,127,585,244,0,956,94,744,508,2,1348,9,9,3,0,21,2325,
35,Fayette,Antioch,1956,244,366,166,1,777,103,243,208,0,554,11,7,6,0,24,1355,
