index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Harris,Cataula,2898,611,820,255,1,1687,114,234,197,0,545,17,14,11,0,42,2274,
1,Harris,Ellerslie,4211,814,1158,352,0,2324,151,449,376,0,976,24,18,26,0,68,3368,
2,Harris,Goodman,1649,253,337,141,0,731,151,140,138,1,430,10,10,5,0,25,1186,
3,Harris,Hamilton,2739,419,742,165,4,1330,154,311,228,0,693,25,20,9,1,55,2078,
4,Harris,Lower 19th,2570,644,691,222,2,1559,80,163,183,0,426,16,11,12,0,39,2024,
5,Harris,Mulberry Grove,2908,563,989,284,0,1836,60,195,151,0,406,21,7,12,0,40,2282,
6,Harris,Pine Mountain Valley,1121,402,212,75,2,691,54,45,46,0,145,9,5,2,0,16,852,
7,Harris,Skinner,894,250,110,77,0,437,108,47,84,2,241,5,2,1,0,8,686,
8,Harris,Upper 19th,1628,418,508,151,2,1079,62,79,62,0,203,9,7,6,0,22,1304,
9,Harris,Valley Plains,785,249,112,57,0,418,75,37,54,0,166,3,3,1,0,7,591,
10,Harris,Waverly Hall,2853,513,643,238,2,1396,166,250,274,1,691,8,8,13,0,29,2116,
11,Harris,Whitesville,1370,391,300,100,0,791,89,75,106,0,270,23,4,5,0,32,1093,
