index,County,Precinct,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,
0,Harris,Cataula,2898,2,2,0,0,4,0,2,2,0,4,244,382,110,1,737,2,0,3,0,5,16,15,4,0,35,2,1,1,0,4,10,12,0,0,22,19,15,19,0,53,4,5,2,0,11,8,4,4,0,16,4,7,8,0,19,9,14,7,0,30,328,397,141,0,866,3,2,0,0,5,8,5,3,0,16,0,2,3,0,5,0,1,2,0,3,9,7,2,0,18,68,184,163,0,415,2,4,0,0,6,2274,
1,Harris,Ellerslie,4211,2,2,0,0,4,3,2,5,0,10,342,554,170,0,1066,1,2,3,0,6,10,14,7,0,31,1,0,1,0,2,15,10,4,0,29,22,50,34,0,106,3,17,13,0,33,10,8,4,0,22,10,18,8,0,36,11,26,17,0,54,424,554,187,0,1165,4,7,5,0,16,9,5,5,0,19,1,1,3,0,5,0,4,6,0,10,6,7,5,0,18,90,326,271,0,687,3,9,6,0,18,3337,
2,Harris,Goodman,1649,0,2,0,0,2,3,2,0,0,5,121,166,54,0,341,0,1,1,0,2,4,5,1,0,10,0,1,0,0,1,3,2,2,0,7,17,15,13,0,45,3,7,2,0,12,1,1,1,0,3,9,8,3,0,20,11,6,11,0,28,114,163,83,0,360,2,1,0,0,3,2,2,1,0,5,0,1,0,0,1,1,2,3,0,6,4,2,2,0,8,113,95,106,1,315,2,3,0,0,5,1179,
3,Harris,Hamilton,2739,4,2,2,0,8,1,3,1,0,5,185,323,82,1,591,2,0,3,0,5,14,20,1,0,35,4,1,0,0,5,6,15,1,1,23,26,46,23,0,95,5,8,6,0,19,2,8,0,0,10,3,13,8,0,24,9,13,3,0,25,201,363,87,1,652,3,2,1,1,7,7,11,3,0,21,2,1,0,0,3,0,0,1,0,1,8,11,0,0,19,105,225,178,0,508,4,1,5,0,10,2066,
4,Harris,Lower 19th,2570,2,0,1,0,3,1,3,1,0,5,250,306,91,2,649,1,2,1,0,4,12,11,4,0,27,1,0,0,0,1,6,9,2,0,17,13,16,14,0,43,2,1,6,0,9,5,8,1,0,14,1,5,8,0,14,7,11,11,0,29,352,349,133,0,834,0,3,2,0,5,8,4,1,0,13,2,1,2,0,5,1,1,2,0,4,10,6,2,0,18,52,120,146,0,318,1,3,1,0,5,2017,
5,Harris,Mulberry Grove,2908,2,3,3,0,8,2,0,0,0,2,224,458,140,0,822,0,1,0,0,1,2,11,1,0,14,2,1,0,0,3,7,10,5,0,22,9,33,11,0,53,2,6,3,0,11,6,9,2,0,17,2,5,5,0,12,5,15,15,0,35,313,496,135,0,944,2,2,1,0,5,12,1,3,0,16,1,2,3,0,6,0,2,3,0,5,8,11,3,0,22,38,125,111,0,274,1,0,4,0,5,2277,
6,Harris,Pine Mountain Valley,1121,0,0,0,0,0,1,0,0,0,1,178,106,35,2,321,0,2,1,0,3,10,4,3,0,17,0,1,0,0,1,5,2,1,0,8,3,9,5,0,17,0,1,1,0,2,3,1,1,0,5,4,2,0,0,6,2,5,5,0,12,206,91,38,0,335,3,1,1,0,5,2,1,1,0,4,2,1,1,0,4,0,1,0,0,1,3,1,1,0,5,40,25,33,0,98,0,0,0,0,0,845,
7,Harris,Skinner,894,0,1,1,0,2,0,0,0,0,0,148,71,43,0,262,0,0,0,0,0,5,1,2,0,8,1,0,0,0,1,3,1,0,0,4,20,8,9,1,38,2,1,2,0,5,6,2,0,0,8,2,4,2,0,8,7,3,6,0,16,87,29,25,0,141,1,1,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,1,2,0,3,78,33,61,1,173,2,0,1,0,3,678,
8,Harris,Upper 19th,1628,1,1,0,0,2,3,3,0,0,6,186,243,73,2,504,0,0,0,0,0,6,9,2,0,17,1,0,2,0,3,4,8,4,0,16,5,7,4,0,16,0,0,2,0,2,3,10,0,0,13,2,0,5,0,7,1,3,2,0,6,218,230,68,0,516,1,0,0,0,1,2,4,3,0,9,1,0,0,0,1,1,1,1,0,3,3,3,0,0,6,46,67,49,0,162,0,2,0,0,2,1292,
9,Harris,Valley Plains,785,0,0,1,0,1,0,1,0,0,1,114,60,20,0,194,0,0,1,0,1,4,2,0,0,6,1,0,0,0,1,2,1,0,0,3,8,6,7,0,21,1,2,1,0,4,4,2,0,0,6,3,3,3,0,9,2,1,2,0,5,116,46,30,0,192,0,1,4,0,5,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,1,5,0,9,56,25,41,0,122,2,0,1,0,3,585,
10,Harris,Waverly Hall,2853,0,3,2,0,5,3,1,2,0,6,205,283,107,1,596,2,1,2,0,5,14,7,2,0,23,4,1,1,0,6,7,6,2,0,15,23,29,27,0,79,6,10,7,1,24,8,9,3,0,20,6,10,15,0,31,11,13,16,0,40,248,314,119,1,682,0,3,1,0,4,6,4,6,0,16,0,1,1,0,2,1,0,9,0,10,10,10,3,0,23,126,185,196,0,507,1,2,2,0,5,2099,
