index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Harris,Cataula,2898,603,790,262,1,1656,91,218,178,0,487,30,23,5,0,58,2201,
1,Harris,Ellerslie,4211,804,1141,362,0,2307,122,437,359,0,918,36,25,28,0,89,3314,
2,Harris,Goodman,1649,240,324,138,0,702,141,132,136,1,410,12,7,5,0,24,1136,
3,Harris,Hamilton,2739,404,735,172,4,1315,142,288,219,0,649,26,25,11,1,63,2027,
4,Harris,Lower 19th,2570,641,674,229,2,1546,59,154,179,0,392,21,20,8,0,49,1987,
5,Harris,Mulberry Grove,2908,553,975,285,0,1813,46,178,144,0,368,27,10,11,0,48,2229,
6,Harris,Pine Mountain Valley,1121,395,208,72,2,677,43,38,44,0,125,12,6,6,0,24,826,
7,Harris,Skinner,894,247,105,73,0,425,99,45,83,2,229,12,5,0,0,17,671,
8,Harris,Upper 19th,1628,417,500,147,2,1066,46,75,57,0,178,12,8,8,0,28,1272,
9,Harris,Valley Plains,785,237,113,52,0,402,67,37,58,0,162,5,1,2,0,8,572,
10,Harris,Waverly Hall,2853,503,627,237,2,1369,151,239,266,1,657,19,13,19,0,51,2077,
11,Harris,Whitesville,1370,391,292,105,0,788,80,69,102,0,251,16,7,6,0,29,1068,
