index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Harris,Cataula,2898,608,801,261,1,1671,91,217,181,0,489,34,26,12,0,72,2232,
1,Harris,Ellerslie,4211,809,1158,375,0,2342,121,423,347,0,891,40,35,31,0,106,3339,
2,Harris,Goodman,1649,247,328,141,0,716,139,127,136,1,403,14,16,5,0,35,1154,
3,Harris,Hamilton,2739,414,740,176,5,1335,144,287,214,0,645,25,28,17,0,70,2050,
4,Harris,Lower 19th,2570,647,681,228,2,1558,59,149,178,0,386,21,27,12,0,60,2004,
5,Harris,Mulberry Grove,2908,563,986,278,0,1827,44,173,147,0,364,27,21,20,0,68,2259,
6,Harris,Pine Mountain Valley,1121,398,206,76,2,682,40,40,45,0,125,17,8,5,0,30,837,
7,Harris,Skinner,894,251,106,75,0,432,95,44,80,2,221,12,5,2,0,19,672,
8,Harris,Upper 19th,1628,417,502,145,2,1066,49,71,57,0,177,14,14,12,0,40,1283,
9,Harris,Valley Plains,785,238,112,54,0,404,73,35,60,0,168,8,3,3,0,14,586,
10,Harris,Waverly Hall,2853,508,628,239,2,1377,152,235,268,1,656,20,18,20,0,58,2091,
11,Harris,Whitesville,1370,387,295,104,0,786,83,69,101,0,253,23,10,9,0,42,1081,
