index,County,Precinct,Registered Voters,"Kenton Moore, Jr. (Rep)_Election Day Votes","Kenton Moore, Jr. (Rep)_Advanced Voting Votes","Kenton Moore, Jr. (Rep)_Absentee by Mail Votes","Kenton Moore, Jr. (Rep)_Provisional Votes","Kenton Moore, Jr. (Rep)_Choice Total",Charles Nick Norton (I) (Dem)_Election Day Votes,Charles Nick Norton (I) (Dem)_Advanced Voting Votes,Charles Nick Norton (I) (Dem)_Absentee by Mail Votes,Charles Nick Norton (I) (Dem)_Provisional Votes,Charles Nick Norton (I) (Dem)_Choice Total,Total,
0,Lanier,Lakeland,5462,389,1039,165,0,1593,298,1223,376,0,1897,3490,
