index,County,Precinct,Registered Voters,Vallentio Brockington_Election Day Votes,Vallentio Brockington_Advanced Voting Votes,Vallentio Brockington_Absentee by Mail Votes,Vallentio Brockington_Provisional Votes,Vallentio Brockington_Choice Total,Betty Brown_Election Day Votes,Betty Brown_Advanced Voting Votes,Betty Brown_Absentee by Mail Votes,Betty Brown_Provisional Votes,Betty Brown_Choice Total,Louis R. Chester_Election Day Votes,Louis R. Chester_Advanced Voting Votes,Louis R. Chester_Absentee by Mail Votes,Louis R. Chester_Provisional Votes,Louis R. Chester_Choice Total,Jaime Gibbons_Election Day Votes,Jaime Gibbons_Advanced Voting Votes,Jaime Gibbons_Absentee by Mail Votes,Jaime Gibbons_Provisional Votes,Jaime Gibbons_Choice Total,"Johnny B. Reynolds, Jr._Election Day Votes","Johnny B. Reynolds, Jr._Advanced Voting Votes","Johnny B. Reynolds, Jr._Absentee by Mail Votes","Johnny B. Reynolds, Jr._Provisional Votes","Johnny B. Reynolds, Jr._Choice Total",Sandy Sanders_Election Day Votes,Sandy Sanders_Advanced Voting Votes,Sandy Sanders_Absentee by Mail Votes,Sandy Sanders_Provisional Votes,Sandy Sanders_Choice Total,Delbert S. Zirkle_Election Day Votes,Delbert S. Zirkle_Advanced Voting Votes,Delbert S. Zirkle_Absentee by Mail Votes,Delbert S. Zirkle_Provisional Votes,Delbert S. Zirkle_Choice Total,Total,
0,Lanier,Lakeland,5462,38,94,31,0,163,32,35,12,0,79,26,103,27,0,156,14,56,7,0,77,51,96,27,0,174,22,51,19,0,92,13,42,16,0,71,812,
