index,County,Precinct,Registered Voters,Alex Lee (I) (Rep)_Election Day Votes,Alex Lee (I) (Rep)_Advanced Voting Votes,Alex Lee (I) (Rep)_Absentee by Mail Votes,Alex Lee (I) (Rep)_Provisional Votes,Alex Lee (I) (Rep)_Choice Total,Total,
0,Lanier,Lakeland,5462,624,2016,408,0,3048,3048,
