index,County,Precinct,Registered Voters,Susan G. Bowling (I) (Rep)_Election Day Votes,Susan G. Bowling (I) (Rep)_Advanced Voting Votes,Susan G. Bowling (I) (Rep)_Absentee by Mail Votes,Susan G. Bowling (I) (Rep)_Provisional Votes,Susan G. Bowling (I) (Rep)_Choice Total,Total,
0,Lanier,Lakeland,5462,177,606,131,0,914,914,
