index,County,Precinct,Registered Voters,Randy Sirmans (Rep)_Election Day Votes,Randy Sirmans (Rep)_Advanced Voting Votes,Randy Sirmans (Rep)_Absentee by Mail Votes,Randy Sirmans (Rep)_Provisional Votes,Randy Sirmans (Rep)_Choice Total,Total,
0,Lanier,Lakeland,5462,620,2037,398,0,3055,3055,
