index,County,Precinct,Registered Voters,Keith Prather (I)_Election Day Votes,Keith Prather (I)_Advanced Voting Votes,Keith Prather (I)_Absentee by Mail Votes,Keith Prather (I)_Provisional Votes,Keith Prather (I)_Choice Total,Total,
0,Walton,Good Hope,2149,101,89,22,0,212,212,
