index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Walton,Bold Springs,4653,686,1766,517,0,2969,117,325,296,0,738,18,10,12,0,40,3747,
1,Walton,Whatley,1254,240,500,133,0,873,26,55,51,0,132,6,1,0,0,7,1012,
2,Walton,Walker Park,3858,516,1440,392,0,2348,97,211,191,0,499,12,9,5,0,26,2873,
3,Walton,Gratis,1243,328,433,135,0,896,23,44,64,0,131,4,5,2,0,11,1038,
4,Walton,Between,4925,310,2089,489,0,2888,62,385,267,0,714,5,23,6,0,34,3636,
5,Walton,Walnut Grove,2661,501,925,203,0,1629,39,149,107,0,295,5,10,3,0,18,1942,
6,Walton,Loganville North,5225,495,1584,480,0,2559,150,518,325,0,993,14,21,15,0,50,3602,
7,Walton,Social Circle,4604,722,1295,330,0,2347,213,391,324,0,928,21,10,9,0,40,3315,
8,Walton,South Monroe,3910,265,1191,323,0,1779,104,427,224,0,755,11,20,5,0,36,2570,
9,Walton,North Monroe,4818,298,776,237,0,1311,294,703,515,0,1512,8,18,5,0,31,2854,
10,Walton,Loganville South,3768,326,1096,375,0,1797,163,395,272,0,830,11,19,8,0,38,2665,
11,Walton,West Walton,4219,551,1584,429,0,2564,103,376,224,0,703,13,15,6,0,34,3301,
12,Walton,Broken Arrow,4380,571,1660,385,0,2616,63,303,239,0,605,21,12,6,0,39,3260,
13,Walton,Bay Creek,3401,339,1392,333,0,2064,62,243,193,0,498,10,19,8,0,37,2599,
14,Walton,E Monroe,4119,347,819,223,0,1389,212,458,253,0,923,9,10,5,0,24,2336,
15,Walton,W Monroe,2027,233,839,204,0,1276,45,168,100,0,313,10,3,1,0,14,1603,
16,Walton,Tara,4050,278,1066,289,0,1633,167,831,384,0,1382,9,12,6,0,27,3042,
17,Walton,Mountain,1657,277,594,155,0,1026,42,81,59,0,182,4,2,4,0,10,1218,
18,Walton,Jersey,1970,659,589,164,0,1412,33,68,54,0,155,13,8,3,0,24,1591,
19,Walton,Blasingame,1115,404,315,97,0,816,29,38,40,0,107,3,2,1,0,6,929,
20,Walton,Good Hope,2149,631,640,154,0,1425,52,103,84,0,239,8,6,1,0,15,1679,
