index,County,Precinct,Registered Voters,William Malcom (I)_Election Day Votes,William Malcom (I)_Advanced Voting Votes,William Malcom (I)_Absentee by Mail Votes,William Malcom (I)_Provisional Votes,William Malcom (I)_Choice Total,Total,
0,Walton,Good Hope,2149,98,88,22,0,208,208,
