index,County,Precinct,Registered Voters,Tyler Gregory_Election Day Votes,Tyler Gregory_Advanced Voting Votes,Tyler Gregory_Absentee by Mail Votes,Tyler Gregory_Provisional Votes,Tyler Gregory_Choice Total,Spencer Lynn Seay_Election Day Votes,Spencer Lynn Seay_Advanced Voting Votes,Spencer Lynn Seay_Absentee by Mail Votes,Spencer Lynn Seay_Provisional Votes,Spencer Lynn Seay_Choice Total,Total,
0,Walton,South Monroe,3910,69,208,101,0,378,21,89,30,0,140,518,
