index,County,Precinct,Registered Voters,Kelsey Nicole Malcom_Election Day Votes,Kelsey Nicole Malcom_Advanced Voting Votes,Kelsey Nicole Malcom_Absentee by Mail Votes,Kelsey Nicole Malcom_Provisional Votes,Kelsey Nicole Malcom_Choice Total,Total,
0,Walton,Good Hope,2149,96,85,22,0,203,203,
