County,Init_nRegistered_Black_Male,Init_nVoted_Black_Male,Init_pctVoted_Black_Male,Init_nRegistered_Black_Female,Init_nVoted_Black_Female,Init_nRegistered_Black_Unknown,Init_nVoted_Black_Unknown,Init_pctVoted_Black_Unknown,Init_nRegistered_White_Male,Init_nVoted_White_Male,Init_nRegistered_White_Female,Init_nVoted_White_Female,Init_nRegistered_White_Unknown,Init_nVoted_White_Unknown,Init_nRegistered_Asia-pi_Male,Init_nVoted_Asia-pi_Male,Init_nRegistered_Asia-pi_Female,Init_nVoted_Asia-pi_Female,Init_pctVoted_Asia-pi_Female,Init_nRegistered_Asia-pi_Unknown,Init_nVoted_Asia-pi_Unknown,Init_pctVoted_Asia-pi_Unknown,Init_nRegistered_Hisp-lt_Male,Init_nVoted_Hisp-lt_Male,Init_pctVoted_Hisp-lt_Male,Init_nRegistered_Hisp-lt_Female,Init_nVoted_Hisp-lt_Female,Init_nRegistered_Hisp-lt_Unknown,Init_nVoted_Hisp-lt_Unknown,Init_pctVoted_Hisp-lt_Unknown,Init_nRegistered_Native-am_Male,Init_nVoted_Native-am_Male,Init_nRegistered_Native-am_Female,Init_nVoted_Native-am_Female,Init_nRegistered_Native-am_Unknown,Init_nVoted_Native-am_Unknown,Init_pctVoted_Native-am_Unknown,Init_nRegistered_Other_Male,Init_nVoted_Other_Male,Init_pctVoted_Other_Male,Init_nRegistered_Other_Female,Init_nVoted_Other_Female,Init_nRegistered_Other_Unknown,Init_nVoted_Other_Unknown,Init_pctVoted_Other_Unknown,Init_nRegistered_Unknown_Male,Init_nVoted_Unknown_Male,Init_nRegistered_Unknown_Female,Init_nVoted_Unknown_Female,Init_nRegistered_Unknown_Unknown,Init_nVoted_Unknown_Unknown,Init_nRegistered_All_All,Init_nVoted_All_All,Init_pctVoted_All_All,Runoff_nRegistered_Black_Male,Runoff_nVoted_Black_Male,Runoff_pctVoted_Black_Male,Runoff_nRegistered_Black_Female,Runoff_nVoted_Black_Female,Runoff_pctVoted_Black_Female,Runoff_nRegistered_Black_Unknown,Runoff_nVoted_Black_Unknown,Runoff_pctVoted_Black_Unknown,Runoff_nRegistered_White_Male,Runoff_nVoted_White_Male,Runoff_pctVoted_White_Male,Runoff_nRegistered_White_Female,Runoff_nVoted_White_Female,Runoff_pctVoted_White_Female,Runoff_nRegistered_White_Unknown,Runoff_nVoted_White_Unknown,Runoff_pctVoted_White_Unknown,Runoff_nRegistered_Asia-pi_Male,Runoff_nVoted_Asia-pi_Male,Runoff_pctVoted_Asia-pi_Male,Runoff_nRegistered_Asia-pi_Female,Runoff_nVoted_Asia-pi_Female,Runoff_pctVoted_Asia-pi_Female,Runoff_nRegistered_Asia-pi_Unknown,Runoff_nVoted_Asia-pi_Unknown,Runoff_pctVoted_Asia-pi_Unknown,Runoff_nRegistered_Hisp-lt_Male,Runoff_nVoted_Hisp-lt_Male,Runoff_pctVoted_Hisp-lt_Male,Runoff_nRegistered_Hisp-lt_Female,Runoff_nVoted_Hisp-lt_Female,Runoff_pctVoted_Hisp-lt_Female,Runoff_nRegistered_Hisp-lt_Unknown,Runoff_nVoted_Hisp-lt_Unknown,Runoff_pctVoted_Hisp-lt_Unknown,Runoff_nRegistered_Native-am_Male,Runoff_nVoted_Native-am_Male,Runoff_pctVoted_Native-am_Male,Runoff_nRegistered_Native-am_Female,Runoff_nVoted_Native-am_Female,Runoff_pctVoted_Native-am_Female,Runoff_nRegistered_Native-am_Unknown,Runoff_nVoted_Native-am_Unknown,Runoff_pctVoted_Native-am_Unknown,Runoff_nRegistered_Other_Male,Runoff_nVoted_Other_Male,Runoff_pctVoted_Other_Male,Runoff_nRegistered_Other_Female,Runoff_nVoted_Other_Female,Runoff_pctVoted_Other_Female,Runoff_nRegistered_Other_Unknown,Runoff_nVoted_Other_Unknown,Runoff_pctVoted_Other_Unknown,Runoff_nRegistered_Unknown_Male,Runoff_nVoted_Unknown_Male,Runoff_pctVoted_Unknown_Male,Runoff_nRegistered_Unknown_Female,Runoff_nVoted_Unknown_Female,Runoff_pctVoted_Unknown_Female,Runoff_nRegistered_Unknown_Unknown,Runoff_nVoted_Unknown_Unknown,Runoff_pctVoted_Unknown_Unknown,Runoff_nRegistered_All_All,Runoff_nVoted_All_All,Runoff_pctVoted_All_All,Init_nRegistered_All_Male,Init_nVoted_All_Male,Runoff_nRegistered_All_Male,Runoff_nVoted_All_Male,Init_nRegistered_Black_All,Init_nVoted_Black_All,Runoff_nRegistered_Black_All,Runoff_nVoted_Black_All,Init_nRegistered_All_Female,Init_nVoted_All_Female,Runoff_nRegistered_All_Female,Runoff_nVoted_All_Female,Init_nRegistered_White_All,Init_nVoted_White_All,Runoff_nRegistered_White_All,Runoff_nVoted_White_All,Init_nRegistered_Asia-pi_All,Init_nVoted_Asia-pi_All,Runoff_nRegistered_Asia-pi_All,Runoff_nVoted_Asia-pi_All,Init_nRegistered_Hisp-lt_All,Init_nVoted_Hisp-lt_All,Runoff_nRegistered_Hisp-lt_All,Runoff_nVoted_Hisp-lt_All,Init_nRegistered_Native-am_All,Init_nVoted_Native-am_All,Runoff_nRegistered_Native-am_All,Runoff_nVoted_Native-am_All,Init_nRegistered_Other_All,Init_nVoted_Other_All,Runoff_nRegistered_Other_All,Runoff_nVoted_Other_All,Init_nRegistered_Unknown_All,Init_nVoted_Unknown_All,Runoff_nRegistered_Unknown_All,Runoff_nVoted_Unknown_All,Delta_nVoted_All_All,pctChange_nVoted_All_All,Delta_nRegistered_All_All,pctChange_nRegistered_All_All,Delta_nVoted_All_Female,pctChange_nVoted_All_Female,Delta_nRegistered_All_Female,pctChange_nRegistered_All_Female,Delta_nVoted_All_Male,pctChange_nVoted_All_Male,Delta_nRegistered_All_Male,pctChange_nRegistered_All_Male,Delta_nVoted_Asia-pi_All,pctChange_nVoted_Asia-pi_All,Delta_nRegistered_Asia-pi_All,pctChange_nRegistered_Asia-pi_All,Delta_nVoted_Asia-pi_Female,pctChange_nVoted_Asia-pi_Female,Delta_nRegistered_Asia-pi_Female,pctChange_nRegistered_Asia-pi_Female,Delta_nVoted_Asia-pi_Male,pctChange_nVoted_Asia-pi_Male,Delta_nRegistered_Asia-pi_Male,pctChange_nRegistered_Asia-pi_Male,Delta_nVoted_Asia-pi_Unknown,pctChange_nVoted_Asia-pi_Unknown,Delta_nRegistered_Asia-pi_Unknown,pctChange_nRegistered_Asia-pi_Unknown,Delta_nVoted_Black_All,pctChange_nVoted_Black_All,Delta_nRegistered_Black_All,pctChange_nRegistered_Black_All,Delta_nVoted_Black_Female,pctChange_nVoted_Black_Female,Delta_nRegistered_Black_Female,pctChange_nRegistered_Black_Female,Delta_nVoted_Black_Male,pctChange_nVoted_Black_Male,Delta_nRegistered_Black_Male,pctChange_nRegistered_Black_Male,Delta_nVoted_Black_Unknown,pctChange_nVoted_Black_Unknown,Delta_nRegistered_Black_Unknown,pctChange_nRegistered_Black_Unknown,Delta_nVoted_Hisp-lt_All,pctChange_nVoted_Hisp-lt_All,Delta_nRegistered_Hisp-lt_All,pctChange_nRegistered_Hisp-lt_All,Delta_nVoted_Hisp-lt_Female,pctChange_nVoted_Hisp-lt_Female,Delta_nRegistered_Hisp-lt_Female,pctChange_nRegistered_Hisp-lt_Female,Delta_nVoted_Hisp-lt_Male,pctChange_nVoted_Hisp-lt_Male,Delta_nRegistered_Hisp-lt_Male,pctChange_nRegistered_Hisp-lt_Male,Delta_nVoted_Hisp-lt_Unknown,pctChange_nVoted_Hisp-lt_Unknown,Delta_nRegistered_Hisp-lt_Unknown,pctChange_nRegistered_Hisp-lt_Unknown,Delta_nVoted_Native-am_All,pctChange_nVoted_Native-am_All,Delta_nRegistered_Native-am_All,pctChange_nRegistered_Native-am_All,Delta_nVoted_Native-am_Female,pctChange_nVoted_Native-am_Female,Delta_nRegistered_Native-am_Female,pctChange_nRegistered_Native-am_Female,Delta_nVoted_Native-am_Male,pctChange_nVoted_Native-am_Male,Delta_nRegistered_Native-am_Male,pctChange_nRegistered_Native-am_Male,Delta_nVoted_Native-am_Unknown,pctChange_nVoted_Native-am_Unknown,Delta_nRegistered_Native-am_Unknown,pctChange_nRegistered_Native-am_Unknown,Delta_nVoted_Other_All,pctChange_nVoted_Other_All,Delta_nRegistered_Other_All,pctChange_nRegistered_Other_All,Delta_nVoted_Other_Female,pctChange_nVoted_Other_Female,Delta_nRegistered_Other_Female,pctChange_nRegistered_Other_Female,Delta_nVoted_Other_Male,pctChange_nVoted_Other_Male,Delta_nRegistered_Other_Male,pctChange_nRegistered_Other_Male,Delta_nVoted_Other_Unknown,pctChange_nVoted_Other_Unknown,Delta_nRegistered_Other_Unknown,pctChange_nRegistered_Other_Unknown,Delta_nVoted_Unknown_Unknown,pctChange_nVoted_Unknown_Unknown,Delta_nRegistered_Unknown_Unknown,pctChange_nRegistered_Unknown_Unknown,Delta_nVoted_Unknown_All,pctChange_nVoted_Unknown_All,Delta_nRegistered_Unknown_All,pctChange_nRegistered_Unknown_All,Delta_nVoted_Unknown_Female,pctChange_nVoted_Unknown_Female,Delta_nRegistered_Unknown_Female,pctChange_nRegistered_Unknown_Female,Delta_nVoted_Unknown_Male,pctChange_nVoted_Unknown_Male,Delta_nRegistered_Unknown_Male,pctChange_nRegistered_Unknown_Male,Delta_nVoted_White_All,pctChange_nVoted_White_All,Delta_nRegistered_White_All,pctChange_nRegistered_White_All,Delta_nVoted_White_Female,pctChange_nVoted_White_Female,Delta_nRegistered_White_Female,pctChange_nRegistered_White_Female,Delta_nVoted_White_Male,pctChange_nVoted_White_Male,Delta_nRegistered_White_Male,pctChange_nRegistered_White_Male,Delta_nVoted_White_Unknown,pctChange_nVoted_White_Unknown,Delta_nRegistered_White_Unknown,pctChange_nRegistered_White_Unknown,Init_pctVoted_Asia-pi_All,Runoff_pctVoted_Asia-pi_All,Init_pctVoted_Black_All,Runoff_pctVoted_Black_All,Init_pctVoted_Hisp-lt_All,Runoff_pctVoted_Hisp-lt_All,Init_pctVoted_Native-am_All,Runoff_pctVoted_Native-am_All,Init_pctVoted_Other_All,Runoff_pctVoted_Other_All,Init_pctVoted_Unknown_All,Runoff_pctVoted_Unknown_All,Init_pctVoted_White_All,Runoff_pctVoted_White_All,Init_pctVoted_All_Female,Runoff_pctVoted_All_Female,Init_pctVoted_Black_Female,Init_pctVoted_Hisp-lt_Female,Init_pctVoted_Native-am_Female,Init_pctVoted_Other_Female,Init_pctVoted_Unknown_Female,Init_pctVoted_White_Female,Init_pctVoted_All_Male,Runoff_pctVoted_All_Male,Init_pctVoted_Asia-pi_Male,Init_pctVoted_Native-am_Male,Init_pctVoted_Unknown_Male,Init_pctVoted_White_Male,Init_pctVoted_Unknown_Unknown,Init_pctVoted_White_Unknown
APPLING,896.0,385.0,42.97,1172.0,670.0,0.0,0.0,,3842.0,2560.0,4367.0,2928.0,1.0,0.0,23.0,10.0,30.0,9.0,30.0,0.0,0.0,,91.0,21.0,23.08,100.0,39.0,0.0,0.0,,6.0,3.0,3.0,1.0,0.0,0.0,,20.0,8.0,40.0,33.0,11.0,0.0,0.0,,412.0,95.0,352.0,90.0,0.0,0.0,34041.0,20490.0,60.19,894.0,148.0,16.55,1169.0,249.0,21.3,0.0,0.0,,3834.0,1121.0,29.24,4357.0,1179.0,27.06,1.0,0.0,0.0,23.0,1.0,4.35,30.0,2.0,6.67,0.0,0.0,,92.0,5.0,5.43,100.0,2.0,2.0,0.0,0.0,,6.0,1.0,16.67,3.0,0.0,0.0,0.0,0.0,,20.0,0.0,0.0,33.0,2.0,6.06,0.0,0.0,,410.0,28.0,6.83,353.0,22.0,6.23,0.0,0.0,,33972.0,8280.0,24.37,10580.0,6164.0,10558.0,2608.0,2068.0,1055.0,2063.0,397.0,12114.0,7496.0,12090.0,2912.0,8209.0,5488.0,8191.0,2300.0,53.0,19.0,53.0,3.0,191.0,60.0,192.0,7.0,9.0,4.0,9.0,1.0,53.0,19.0,53.0,2.0,764.0,185.0,763.0,50.0,-12210.0,-0.595900439238653,-69.0,-0.002026967480391293,-4584.0,-0.6115261472785486,-24.0,-0.001981178801386825,-3556.0,-0.5768981181051266,-22.0,-0.0020793950850661624,-16.0,-0.8421052631578947,0.0,0.0,-7.0,-0.7777777777777778,0.0,0.0,-9.0,-0.9,0.0,0.0,0.0,,0.0,,-658.0,-0.623696682464455,-5.0,-0.0024177949709864605,-421.0,-0.6283582089552239,-3.0,-0.002559726962457338,-237.0,-0.6155844155844156,-2.0,-0.002232142857142857,0.0,,0.0,,-53.0,-0.8833333333333333,1.0,0.005235602094240838,-37.0,-0.9487179487179487,0.0,0.0,-16.0,-0.7619047619047619,1.0,0.01098901098901099,0.0,,0.0,,-3.0,-0.75,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-0.6666666666666666,0.0,0.0,0.0,,0.0,,-17.0,-0.8947368421052632,0.0,0.0,-9.0,-0.8181818181818182,0.0,0.0,-8.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,-135.0,-0.7297297297297297,-1.0,-0.0013089005235602095,-68.0,-0.7555555555555555,1.0,0.002840909090909091,-67.0,-0.7052631578947368,-2.0,-0.0048543689320388345,-3188.0,-0.5809037900874635,-18.0,-0.0021927153124619322,-1749.0,-0.5973360655737705,-10.0,-0.002289901534234028,-1439.0,-0.562109375,-8.0,-0.002082248828735034,0.0,,0.0,0.0,35.85,5.66,51.02,19.24,31.41,3.65,44.44,11.11,35.85,3.77,24.21,6.55,66.85,28.08,61.88,24.09,57.17,39.0,33.33,33.33,25.57,67.05,58.26,24.7,43.48,50.0,23.06,66.63,,0.0
ATKINSON,381.0,187.0,49.08,506.0,290.0,2.0,0.0,0.0,1451.0,883.0,1687.0,1028.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,115.0,32.0,27.83,154.0,54.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,,12.0,6.0,50.0,8.0,2.0,0.0,0.0,,85.0,19.0,92.0,22.0,4.0,2.0,13497.0,7581.0,56.17,380.0,92.0,24.21,503.0,145.0,28.83,2.0,0.0,0.0,1448.0,351.0,24.24,1683.0,377.0,22.4,1.0,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,115.0,14.0,12.17,153.0,16.0,10.46,1.0,0.0,0.0,1.0,1.0,100.0,5.0,1.0,20.0,0.0,0.0,,12.0,3.0,25.0,9.0,2.0,22.22,0.0,0.0,,84.0,7.0,8.33,93.0,7.0,7.53,4.0,0.0,0.0,13464.0,3048.0,22.64,4092.0,2258.0,4082.0,936.0,887.0,477.0,883.0,237.0,4906.0,2796.0,4894.0,1096.0,3138.0,1911.0,3131.0,728.0,2.0,1.0,2.0,0.0,269.0,86.0,268.0,30.0,6.0,3.0,6.0,2.0,20.0,8.0,21.0,5.0,177.0,41.0,177.0,14.0,-4533.0,-0.5979422239810052,-33.0,-0.0024449877750611247,-1700.0,-0.6080114449213162,-12.0,-0.0024459845087647777,-1322.0,-0.5854738706820195,-10.0,-0.0024437927663734115,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,,-240.0,-0.5031446540880503,-4.0,-0.004509582863585118,-145.0,-0.5,-3.0,-0.005928853754940711,-95.0,-0.5080213903743316,-1.0,-0.0026246719160104987,0.0,,0.0,0.0,-56.0,-0.6511627906976745,-1.0,-0.0037174721189591076,-38.0,-0.7037037037037037,-1.0,-0.006493506493506494,-18.0,-0.5625,0.0,0.0,0.0,,0.0,0.0,-1.0,-0.3333333333333333,0.0,0.0,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-3.0,-0.375,1.0,0.05,0.0,0.0,1.0,0.125,-3.0,-0.5,0.0,0.0,0.0,,0.0,,-2.0,-1.0,0.0,0.0,-27.0,-0.6585365853658537,0.0,0.0,-15.0,-0.6818181818181818,1.0,0.010869565217391304,-12.0,-0.631578947368421,-1.0,-0.011764705882352941,-1183.0,-0.6190476190476191,-7.0,-0.0022307202039515616,-651.0,-0.6332684824902723,-4.0,-0.0023710729104919974,-532.0,-0.6024915062287656,-3.0,-0.002067539627842867,0.0,0.0,0.0,0.0,50.0,0.0,53.78,26.84,31.97,11.19,50.0,33.33,40.0,23.81,23.16,7.91,60.9,23.25,56.99,22.39,57.31,35.06,40.0,25.0,23.91,60.94,55.18,22.93,100.0,100.0,22.35,60.85,50.0,100.0
BACON,317.0,99.0,31.23,548.0,238.0,1.0,0.0,0.0,2309.0,1520.0,2705.0,1798.0,2.0,1.0,8.0,5.0,9.0,4.0,44.44,0.0,0.0,,38.0,8.0,21.05,42.0,14.0,0.0,0.0,,4.0,1.0,1.0,0.0,0.0,0.0,,7.0,2.0,28.57,16.0,7.0,0.0,0.0,,217.0,69.0,203.0,71.0,1.0,0.0,19272.0,11508.0,59.71,316.0,35.0,11.08,549.0,80.0,14.57,1.0,0.0,0.0,2306.0,664.0,28.79,2702.0,711.0,26.31,2.0,0.0,0.0,8.0,3.0,37.5,9.0,1.0,11.11,0.0,0.0,,38.0,0.0,0.0,42.0,5.0,11.9,0.0,0.0,,4.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,,7.0,1.0,14.29,15.0,0.0,0.0,0.0,0.0,,217.0,24.0,11.06,203.0,21.0,10.34,1.0,0.0,0.0,19251.0,4638.0,24.09,5800.0,3408.0,5792.0,1456.0,865.0,337.0,865.0,115.0,7048.0,4264.0,7042.0,1636.0,5014.0,3318.0,5008.0,1375.0,17.0,9.0,17.0,4.0,80.0,22.0,80.0,5.0,5.0,1.0,5.0,1.0,23.0,9.0,22.0,1.0,420.0,140.0,420.0,45.0,-6870.0,-0.5969760166840459,-21.0,-0.0010896637608966376,-2628.0,-0.6163227016885553,-6.0,-0.000851305334846765,-1952.0,-0.5727699530516432,-8.0,-0.001379310344827586,-5.0,-0.5555555555555556,0.0,0.0,-3.0,-0.75,0.0,0.0,-2.0,-0.4,0.0,0.0,0.0,,0.0,,-222.0,-0.658753709198813,0.0,0.0,-158.0,-0.6638655462184874,1.0,0.0018248175182481751,-64.0,-0.6464646464646465,-1.0,-0.0031545741324921135,0.0,,0.0,0.0,-17.0,-0.7727272727272727,0.0,0.0,-9.0,-0.6428571428571429,0.0,0.0,-8.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-8.0,-0.8888888888888888,-1.0,-0.043478260869565216,-7.0,-1.0,-1.0,-0.0625,-1.0,-0.5,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,-95.0,-0.6785714285714286,0.0,0.0,-50.0,-0.704225352112676,0.0,0.0,-45.0,-0.6521739130434783,0.0,0.0,-1943.0,-0.5855937311633514,-6.0,-0.0011966493817311527,-1087.0,-0.6045606229143493,-3.0,-0.0011090573012939,-856.0,-0.5631578947368421,-3.0,-0.00129926375054136,-1.0,-1.0,0.0,0.0,52.94,23.53,38.96,13.29,27.5,6.25,20.0,20.0,39.13,4.55,33.33,10.71,66.17,27.46,60.5,23.23,43.43,33.33,0.0,43.75,34.98,66.47,58.76,25.14,62.5,25.0,31.8,65.83,0.0,50.0
BAKER,420.0,175.0,41.67,528.0,280.0,0.0,0.0,,560.0,346.0,598.0,341.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,,3.0,1.0,33.33,12.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,66.67,7.0,3.0,0.0,0.0,,49.0,12.0,44.0,19.0,0.0,0.0,6699.0,3549.0,52.98,417.0,76.0,18.23,527.0,126.0,23.91,0.0,0.0,,560.0,150.0,26.79,598.0,135.0,22.58,0.0,0.0,,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,2.0,66.67,7.0,1.0,14.29,0.0,0.0,,49.0,4.0,8.16,44.0,9.0,20.45,0.0,0.0,,6687.0,1509.0,22.57,2076.0,1076.0,2070.0,464.0,948.0,455.0,944.0,202.0,2390.0,1290.0,2388.0,542.0,1158.0,687.0,1158.0,285.0,9.0,2.0,9.0,0.0,15.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,10.0,3.0,93.0,31.0,93.0,13.0,-2040.0,-0.5748098055790364,-12.0,-0.0017913121361397223,-748.0,-0.57984496124031,-2.0,-0.0008368200836820083,-612.0,-0.5687732342007435,-6.0,-0.002890173410404624,-2.0,-1.0,0.0,0.0,0.0,,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,,0.0,,-253.0,-0.5560439560439561,-4.0,-0.004219409282700422,-154.0,-0.55,-1.0,-0.001893939393939394,-99.0,-0.5657142857142857,-3.0,-0.007142857142857143,0.0,,0.0,,-3.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-2.0,-0.4,0.0,0.0,-2.0,-0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,-18.0,-0.5806451612903226,0.0,0.0,-10.0,-0.5263157894736842,0.0,0.0,-8.0,-0.6666666666666666,0.0,0.0,-402.0,-0.5851528384279476,0.0,0.0,-206.0,-0.6041055718475073,0.0,0.0,-196.0,-0.5664739884393064,0.0,0.0,0.0,,0.0,,22.22,0.0,48.0,21.4,20.0,0.0,,,50.0,30.0,33.33,13.98,59.33,24.61,53.97,22.7,53.03,16.67,,42.86,43.18,57.02,51.83,22.42,66.67,,24.49,61.79,,
BALDWIN,4097.0,2208.0,53.89,5950.0,3898.0,5.0,3.0,60.0,6058.0,4178.0,7039.0,4800.0,8.0,7.0,98.0,37.0,107.0,44.0,41.12,0.0,0.0,,75.0,40.0,53.33,98.0,52.0,0.0,0.0,,17.0,8.0,19.0,3.0,0.0,0.0,,58.0,26.0,44.83,74.0,31.0,0.0,0.0,,612.0,184.0,477.0,169.0,2.0,0.0,74337.0,47034.0,63.27,4088.0,1008.0,24.66,5948.0,1711.0,28.77,5.0,0.0,0.0,6041.0,2008.0,33.24,7031.0,2118.0,30.12,8.0,0.0,0.0,98.0,14.0,14.29,107.0,15.0,14.02,0.0,0.0,,75.0,13.0,17.33,98.0,17.0,17.35,0.0,0.0,,17.0,2.0,11.76,19.0,1.0,5.26,0.0,0.0,,58.0,5.0,8.62,74.0,17.0,22.97,0.0,0.0,,612.0,62.0,10.13,476.0,64.0,13.45,2.0,0.0,0.0,74226.0,21165.0,28.51,22030.0,13362.0,21978.0,6224.0,10047.0,6106.0,10036.0,2719.0,27528.0,17994.0,27506.0,7886.0,13097.0,8978.0,13072.0,4126.0,205.0,81.0,205.0,29.0,173.0,92.0,173.0,30.0,36.0,11.0,36.0,3.0,132.0,57.0,132.0,22.0,1089.0,353.0,1088.0,126.0,-25869.0,-0.5500063783645873,-111.0,-0.0014931998870010897,-10108.0,-0.5617428031566077,-22.0,-0.0007991862830572508,-7138.0,-0.5342014668462804,-52.0,-0.0023604176123467996,-52.0,-0.6419753086419753,0.0,0.0,-29.0,-0.6590909090909091,0.0,0.0,-23.0,-0.6216216216216216,0.0,0.0,0.0,,0.0,,-3387.0,-0.5547002947920079,-11.0,-0.001094854185328954,-2187.0,-0.5610569522832222,-2.0,-0.0003361344537815126,-1200.0,-0.5434782608695652,-9.0,-0.002196729314132292,-3.0,-1.0,0.0,0.0,-62.0,-0.6739130434782609,0.0,0.0,-35.0,-0.6730769230769231,0.0,0.0,-27.0,-0.675,0.0,0.0,0.0,,0.0,,-8.0,-0.7272727272727273,0.0,0.0,-2.0,-0.6666666666666666,0.0,0.0,-6.0,-0.75,0.0,0.0,0.0,,0.0,,-35.0,-0.6140350877192983,0.0,0.0,-14.0,-0.45161290322580644,0.0,0.0,-21.0,-0.8076923076923077,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,-227.0,-0.6430594900849859,-1.0,-0.0009182736455463728,-105.0,-0.621301775147929,-1.0,-0.0020964360587002098,-122.0,-0.6630434782608695,0.0,0.0,-4852.0,-0.540432167520606,-25.0,-0.0019088340841414064,-2682.0,-0.55875,-8.0,-0.001136525074584458,-2170.0,-0.5193872666347534,-17.0,-0.002806206668867613,-7.0,-1.0,0.0,0.0,39.51,14.15,60.77,27.09,53.18,17.34,30.56,8.33,43.18,16.67,32.42,11.58,68.55,31.56,65.37,28.67,65.51,53.06,15.79,41.89,35.43,68.19,60.65,28.32,37.76,47.06,30.07,68.97,0.0,87.5
BANKS,127.0,49.0,38.58,95.0,47.0,1.0,0.0,0.0,4799.0,3096.0,5042.0,3245.0,6.0,2.0,44.0,10.0,49.0,17.0,34.69,0.0,0.0,,105.0,43.0,40.95,92.0,30.0,0.0,0.0,,5.0,0.0,8.0,1.0,0.0,0.0,,26.0,12.0,46.15,27.0,14.0,0.0,0.0,,509.0,152.0,402.0,144.0,4.0,4.0,33990.0,20580.0,60.55,126.0,12.0,9.52,95.0,13.0,13.68,1.0,0.0,0.0,4795.0,1531.0,31.93,5042.0,1458.0,28.92,6.0,0.0,0.0,44.0,3.0,6.82,49.0,5.0,10.2,0.0,0.0,,105.0,8.0,7.62,92.0,4.0,4.35,0.0,0.0,,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,26.0,6.0,23.08,27.0,6.0,22.22,0.0,0.0,,512.0,54.0,10.55,402.0,42.0,10.45,4.0,1.0,25.0,33984.0,9426.0,27.74,11230.0,6724.0,11226.0,3228.0,222.0,96.0,221.0,25.0,11430.0,6996.0,11430.0,3056.0,9841.0,6341.0,9837.0,2989.0,93.0,27.0,93.0,8.0,197.0,73.0,197.0,12.0,13.0,1.0,13.0,0.0,53.0,26.0,53.0,12.0,911.0,296.0,914.0,96.0,-11154.0,-0.5419825072886297,-6.0,-0.000176522506619594,-3940.0,-0.5631789594053745,0.0,0.0,-3496.0,-0.5199286139202856,-4.0,-0.00035618878005342833,-19.0,-0.7037037037037037,0.0,0.0,-12.0,-0.7058823529411765,0.0,0.0,-7.0,-0.7,0.0,0.0,0.0,,0.0,,-71.0,-0.7395833333333334,-1.0,-0.0045045045045045045,-34.0,-0.723404255319149,0.0,0.0,-37.0,-0.7551020408163265,-1.0,-0.007874015748031496,0.0,,0.0,0.0,-61.0,-0.8356164383561644,0.0,0.0,-26.0,-0.8666666666666667,0.0,0.0,-35.0,-0.813953488372093,0.0,0.0,0.0,,0.0,,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,-14.0,-0.5384615384615384,0.0,0.0,-8.0,-0.5714285714285714,0.0,0.0,-6.0,-0.5,0.0,0.0,0.0,,0.0,,-3.0,-0.75,0.0,0.0,-200.0,-0.6756756756756757,3.0,0.003293084522502744,-102.0,-0.7083333333333334,0.0,0.0,-98.0,-0.6447368421052632,3.0,0.005893909626719057,-3352.0,-0.5286232455448667,-4.0,-0.000406462757849812,-1787.0,-0.550693374422188,0.0,0.0,-1565.0,-0.5054909560723514,-4.0,-0.0008335069806209627,-2.0,-1.0,0.0,0.0,29.03,8.6,43.24,11.31,37.06,6.09,7.69,0.0,49.06,22.64,32.49,10.5,64.43,30.39,61.21,26.74,49.47,32.61,12.5,51.85,35.82,64.36,59.88,28.75,22.73,0.0,29.86,64.51,100.0,33.33
