index,County,Precinct,Registered Voters,Cynthia McNeely (I) (Dem)_Election Day Votes,Cynthia McNeely (I) (Dem)_Advanced Voting Votes,Cynthia McNeely (I) (Dem)_Absentee by Mail Votes,Cynthia McNeely (I) (Dem)_Provisional Votes,Cynthia McNeely (I) (Dem)_Choice Total,Total,
0,Jenkins,Primary School,974,129,259,146,0,534,534,
