index,County,Precinct,Registered Voters,Jonathan Powell (I) (Dem)_Election Day Votes,Jonathan Powell (I) (Dem)_Advanced Voting Votes,Jonathan Powell (I) (Dem)_Absentee by Mail Votes,Jonathan Powell (I) (Dem)_Provisional Votes,Jonathan Powell (I) (Dem)_Choice Total,Total,
0,Jenkins,Perkins,1021,133,337,122,0,592,592,
