County,Init_nRegistered_Black_Male,Init_nVoted_Black_Male,Init_pctVoted_Black_Male,Init_nRegistered_Black_Female,Init_nVoted_Black_Female,Init_nRegistered_Black_Unknown,Init_nVoted_Black_Unknown,Init_pctVoted_Black_Unknown,Init_nRegistered_White_Male,Init_nVoted_White_Male,Init_pctVoted_White_Male,Init_nRegistered_White_Female,Init_nVoted_White_Female,Init_pctVoted_White_Female,Init_nRegistered_White_Unknown,Init_nVoted_White_Unknown,Init_pctVoted_White_Unknown,Init_nRegistered_Asia-pi_Male,Init_nVoted_Asia-pi_Male,Init_pctVoted_Asia-pi_Male,Init_nRegistered_Asia-pi_Female,Init_nVoted_Asia-pi_Female,Init_pctVoted_Asia-pi_Female,Init_nRegistered_Asia-pi_Unknown,Init_nVoted_Asia-pi_Unknown,Init_pctVoted_Asia-pi_Unknown,Init_nRegistered_Hisp-lt_Male,Init_nVoted_Hisp-lt_Male,Init_pctVoted_Hisp-lt_Male,Init_nRegistered_Hisp-lt_Female,Init_nVoted_Hisp-lt_Female,Init_pctVoted_Hisp-lt_Female,Init_nRegistered_Hisp-lt_Unknown,Init_nVoted_Hisp-lt_Unknown,Init_pctVoted_Hisp-lt_Unknown,Init_nRegistered_Native-am_Male,Init_nVoted_Native-am_Male,Init_pctVoted_Native-am_Male,Init_nRegistered_Native-am_Female,Init_nVoted_Native-am_Female,Init_pctVoted_Native-am_Female,Init_nRegistered_Native-am_Unknown,Init_nVoted_Native-am_Unknown,Init_pctVoted_Native-am_Unknown,Init_nRegistered_Other_Male,Init_nVoted_Other_Male,Init_pctVoted_Other_Male,Init_nRegistered_Other_Female,Init_nVoted_Other_Female,Init_pctVoted_Other_Female,Init_nRegistered_Other_Unknown,Init_nVoted_Other_Unknown,Init_pctVoted_Other_Unknown,Init_nRegistered_Unknown_Male,Init_nVoted_Unknown_Male,Init_pctVoted_Unknown_Male,Init_nRegistered_Unknown_Female,Init_nVoted_Unknown_Female,Init_pctVoted_Unknown_Female,Init_nRegistered_Unknown_Unknown,Init_nVoted_Unknown_Unknown,Init_pctVoted_Unknown_Unknown,Init_nRegistered_All_All,Init_nVoted_All_All,Init_pctVoted_All_All,Runoff_nRegistered_Black_Male,Runoff_nVoted_Black_Male,Runoff_pctVoted_Black_Male,Runoff_nRegistered_Black_Female,Runoff_nVoted_Black_Female,Runoff_pctVoted_Black_Female,Runoff_nRegistered_Black_Unknown,Runoff_nVoted_Black_Unknown,Runoff_pctVoted_Black_Unknown,Runoff_nRegistered_White_Male,Runoff_nVoted_White_Male,Runoff_nRegistered_White_Female,Runoff_nVoted_White_Female,Runoff_pctVoted_White_Female,Runoff_nRegistered_White_Unknown,Runoff_nVoted_White_Unknown,Runoff_pctVoted_White_Unknown,Runoff_nRegistered_Asia-pi_Male,Runoff_nVoted_Asia-pi_Male,Runoff_pctVoted_Asia-pi_Male,Runoff_nRegistered_Asia-pi_Female,Runoff_nVoted_Asia-pi_Female,Runoff_pctVoted_Asia-pi_Female,Runoff_nRegistered_Asia-pi_Unknown,Runoff_nVoted_Asia-pi_Unknown,Runoff_pctVoted_Asia-pi_Unknown,Runoff_nRegistered_Hisp-lt_Male,Runoff_nVoted_Hisp-lt_Male,Runoff_pctVoted_Hisp-lt_Male,Runoff_nRegistered_Hisp-lt_Female,Runoff_nVoted_Hisp-lt_Female,Runoff_pctVoted_Hisp-lt_Female,Runoff_nRegistered_Hisp-lt_Unknown,Runoff_nVoted_Hisp-lt_Unknown,Runoff_pctVoted_Hisp-lt_Unknown,Runoff_nRegistered_Native-am_Male,Runoff_nVoted_Native-am_Male,Runoff_pctVoted_Native-am_Male,Runoff_nRegistered_Native-am_Female,Runoff_nVoted_Native-am_Female,Runoff_pctVoted_Native-am_Female,Runoff_nRegistered_Native-am_Unknown,Runoff_nVoted_Native-am_Unknown,Runoff_pctVoted_Native-am_Unknown,Runoff_nRegistered_Other_Male,Runoff_nVoted_Other_Male,Runoff_pctVoted_Other_Male,Runoff_nRegistered_Other_Female,Runoff_nVoted_Other_Female,Runoff_pctVoted_Other_Female,Runoff_nRegistered_Other_Unknown,Runoff_nVoted_Other_Unknown,Runoff_pctVoted_Other_Unknown,Runoff_nRegistered_Unknown_Male,Runoff_nVoted_Unknown_Male,Runoff_pctVoted_Unknown_Male,Runoff_nRegistered_Unknown_Female,Runoff_nVoted_Unknown_Female,Runoff_pctVoted_Unknown_Female,Runoff_nRegistered_Unknown_Unknown,Runoff_nVoted_Unknown_Unknown,Runoff_pctVoted_Unknown_Unknown,Runoff_nRegistered_All_All,Runoff_nVoted_All_All,Runoff_pctVoted_All_All,Init_nRegistered_All_Male,Init_nVoted_All_Male,Runoff_nRegistered_All_Male,Runoff_nVoted_All_Male,Init_nRegistered_Black_All,Init_nVoted_Black_All,Runoff_nRegistered_Black_All,Runoff_nVoted_Black_All,Init_nRegistered_All_Female,Init_nVoted_All_Female,Runoff_nRegistered_All_Female,Runoff_nVoted_All_Female,Init_nRegistered_White_All,Init_nVoted_White_All,Runoff_nRegistered_White_All,Runoff_nVoted_White_All,Init_nRegistered_Asia-pi_All,Init_nVoted_Asia-pi_All,Runoff_nRegistered_Asia-pi_All,Runoff_nVoted_Asia-pi_All,Init_nRegistered_Hisp-lt_All,Init_nVoted_Hisp-lt_All,Runoff_nRegistered_Hisp-lt_All,Runoff_nVoted_Hisp-lt_All,Init_nRegistered_Native-am_All,Init_nVoted_Native-am_All,Runoff_nRegistered_Native-am_All,Runoff_nVoted_Native-am_All,Init_nRegistered_Other_All,Init_nVoted_Other_All,Runoff_nRegistered_Other_All,Runoff_nVoted_Other_All,Init_nRegistered_Unknown_All,Init_nVoted_Unknown_All,Runoff_nRegistered_Unknown_All,Runoff_nVoted_Unknown_All,Delta_nVoted_All_All,pctChange_nVoted_All_All,Delta_nRegistered_All_All,pctChange_nRegistered_All_All,Delta_nVoted_All_Female,pctChange_nVoted_All_Female,Delta_nRegistered_All_Female,pctChange_nRegistered_All_Female,Delta_nVoted_All_Male,pctChange_nVoted_All_Male,Delta_nRegistered_All_Male,pctChange_nRegistered_All_Male,Delta_nVoted_Asia-pi_All,pctChange_nVoted_Asia-pi_All,Delta_nRegistered_Asia-pi_All,pctChange_nRegistered_Asia-pi_All,Delta_nVoted_Asia-pi_Female,pctChange_nVoted_Asia-pi_Female,Delta_nRegistered_Asia-pi_Female,pctChange_nRegistered_Asia-pi_Female,Delta_nVoted_Asia-pi_Male,pctChange_nVoted_Asia-pi_Male,Delta_nRegistered_Asia-pi_Male,pctChange_nRegistered_Asia-pi_Male,Delta_nVoted_Asia-pi_Unknown,pctChange_nVoted_Asia-pi_Unknown,Delta_nRegistered_Asia-pi_Unknown,pctChange_nRegistered_Asia-pi_Unknown,Delta_nVoted_Black_All,pctChange_nVoted_Black_All,Delta_nRegistered_Black_All,pctChange_nRegistered_Black_All,Delta_nVoted_Black_Female,pctChange_nVoted_Black_Female,Delta_nRegistered_Black_Female,pctChange_nRegistered_Black_Female,Delta_nVoted_Black_Male,pctChange_nVoted_Black_Male,Delta_nRegistered_Black_Male,pctChange_nRegistered_Black_Male,Delta_nVoted_Black_Unknown,pctChange_nVoted_Black_Unknown,Delta_nRegistered_Black_Unknown,pctChange_nRegistered_Black_Unknown,Delta_nVoted_Hisp-lt_All,pctChange_nVoted_Hisp-lt_All,Delta_nRegistered_Hisp-lt_All,pctChange_nRegistered_Hisp-lt_All,Delta_nVoted_Hisp-lt_Female,pctChange_nVoted_Hisp-lt_Female,Delta_nRegistered_Hisp-lt_Female,pctChange_nRegistered_Hisp-lt_Female,Delta_nVoted_Hisp-lt_Male,pctChange_nVoted_Hisp-lt_Male,Delta_nRegistered_Hisp-lt_Male,pctChange_nRegistered_Hisp-lt_Male,Delta_nVoted_Hisp-lt_Unknown,pctChange_nVoted_Hisp-lt_Unknown,Delta_nRegistered_Hisp-lt_Unknown,pctChange_nRegistered_Hisp-lt_Unknown,Delta_nVoted_Native-am_All,pctChange_nVoted_Native-am_All,Delta_nRegistered_Native-am_All,pctChange_nRegistered_Native-am_All,Delta_nVoted_Native-am_Female,pctChange_nVoted_Native-am_Female,Delta_nRegistered_Native-am_Female,pctChange_nRegistered_Native-am_Female,Delta_nVoted_Native-am_Male,pctChange_nVoted_Native-am_Male,Delta_nRegistered_Native-am_Male,pctChange_nRegistered_Native-am_Male,Delta_nVoted_Native-am_Unknown,pctChange_nVoted_Native-am_Unknown,Delta_nRegistered_Native-am_Unknown,pctChange_nRegistered_Native-am_Unknown,Delta_nVoted_Other_All,pctChange_nVoted_Other_All,Delta_nRegistered_Other_All,pctChange_nRegistered_Other_All,Delta_nVoted_Other_Female,pctChange_nVoted_Other_Female,Delta_nRegistered_Other_Female,pctChange_nRegistered_Other_Female,Delta_nVoted_Other_Male,pctChange_nVoted_Other_Male,Delta_nRegistered_Other_Male,pctChange_nRegistered_Other_Male,Delta_nVoted_Other_Unknown,pctChange_nVoted_Other_Unknown,Delta_nRegistered_Other_Unknown,pctChange_nRegistered_Other_Unknown,Delta_nVoted_Unknown_Unknown,pctChange_nVoted_Unknown_Unknown,Delta_nRegistered_Unknown_Unknown,pctChange_nRegistered_Unknown_Unknown,Delta_nVoted_Unknown_All,pctChange_nVoted_Unknown_All,Delta_nRegistered_Unknown_All,pctChange_nRegistered_Unknown_All,Delta_nVoted_Unknown_Female,pctChange_nVoted_Unknown_Female,Delta_nRegistered_Unknown_Female,pctChange_nRegistered_Unknown_Female,Delta_nVoted_Unknown_Male,pctChange_nVoted_Unknown_Male,Delta_nRegistered_Unknown_Male,pctChange_nRegistered_Unknown_Male,Delta_nVoted_White_All,pctChange_nVoted_White_All,Delta_nRegistered_White_All,pctChange_nRegistered_White_All,Delta_nVoted_White_Female,pctChange_nVoted_White_Female,Delta_nRegistered_White_Female,pctChange_nRegistered_White_Female,Delta_nVoted_White_Male,pctChange_nVoted_White_Male,Delta_nRegistered_White_Male,pctChange_nRegistered_White_Male,Delta_nVoted_White_Unknown,pctChange_nVoted_White_Unknown,Delta_nRegistered_White_Unknown,pctChange_nRegistered_White_Unknown,Init_pctVoted_Asia-pi_All,Runoff_pctVoted_Asia-pi_All,Init_pctVoted_Black_All,Runoff_pctVoted_Black_All,Init_pctVoted_Hisp-lt_All,Runoff_pctVoted_Hisp-lt_All,Init_pctVoted_Native-am_All,Runoff_pctVoted_Native-am_All,Init_pctVoted_Other_All,Runoff_pctVoted_Other_All,Init_pctVoted_Unknown_All,Runoff_pctVoted_Unknown_All,Init_pctVoted_White_All,Runoff_pctVoted_White_All,Init_pctVoted_All_Female,Runoff_pctVoted_All_Female,Init_pctVoted_Black_Female,Init_pctVoted_All_Male,Runoff_pctVoted_All_Male,Runoff_pctVoted_White_Male
APPLING,919.0,49.0,5.33,1228.0,96.0,0.0,0.0,,3854.0,44.0,1.14,4439.0,44.0,0.99,1.0,0.0,0.0,21.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,,70.0,4.0,5.71,82.0,1.0,1.22,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,,25.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,,131.0,2.0,1.53,114.0,2.0,1.75,0.0,0.0,,10935.0,242.0,2.21,917.0,0.0,0.0,1222.0,0.0,0.0,0.0,0.0,,3844.0,0.0,4420.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,,70.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,,25.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,,131.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,,10900.0,0.0,0.0,5024.0,99.0,5012.0,0.0,2147.0,145.0,2139.0,0.0,5911.0,143.0,5888.0,0.0,8293.0,88.0,8264.0,0.0,43.0,0.0,43.0,0.0,152.0,5.0,153.0,0.0,4.0,0.0,4.0,0.0,51.0,0.0,52.0,0.0,245.0,4.0,245.0,0.0,-242.0,-1.0,-35.0,-0.003200731595793324,-143.0,-1.0,-23.0,-0.0038910505836575876,-99.0,-1.0,-12.0,-0.0023885350318471337,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,-145.0,-1.0,-8.0,-0.0037261294829995344,-96.0,-1.0,-6.0,-0.004885993485342019,-49.0,-1.0,-2.0,-0.002176278563656148,0.0,,0.0,,-5.0,-1.0,1.0,0.006578947368421052,-1.0,-1.0,1.0,0.012195121951219513,-4.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,0.0196078431372549,0.0,,1.0,0.038461538461538464,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,-4.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-88.0,-1.0,-29.0,-0.003496925117569034,-44.0,-1.0,-19.0,-0.004280243298040099,-44.0,-1.0,-10.0,-0.002594706798131811,0.0,,0.0,0.0,0.0,0.0,6.75,0.0,3.29,0.0,0.0,0.0,0.0,0.0,1.63,0.0,1.06,0.0,2.42,0.0,7.82,1.97,0.0,0.0
ATKINSON,397.0,18.0,4.53,525.0,26.0,1.0,0.0,0.0,1457.0,12.0,0.82,1713.0,11.0,0.64,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,87.0,0.0,0.0,115.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,28.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,4370.0,67.0,1.53,397.0,0.0,0.0,523.0,0.0,0.0,1.0,0.0,0.0,1454.0,0.0,1709.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,87.0,0.0,0.0,113.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,28.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.0,4360.0,0.0,0.0,1979.0,30.0,1976.0,0.0,922.0,44.0,920.0,0.0,2391.0,37.0,2384.0,0.0,3170.0,23.0,3163.0,0.0,2.0,0.0,2.0,0.0,202.0,0.0,200.0,0.0,3.0,0.0,3.0,0.0,13.0,0.0,13.0,0.0,58.0,0.0,59.0,0.0,-67.0,-1.0,-10.0,-0.002288329519450801,-37.0,-1.0,-7.0,-0.0029276453366792136,-30.0,-1.0,-3.0,-0.0015159171298635675,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,-44.0,-1.0,-2.0,-0.0021691973969631237,-26.0,-1.0,-2.0,-0.0038095238095238095,-18.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-2.0,-0.009900990099009901,0.0,,-2.0,-0.017391304347826087,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,1.0,0.017241379310344827,0.0,,1.0,0.03333333333333333,0.0,,0.0,0.0,-23.0,-1.0,-7.0,-0.0022082018927444794,-11.0,-1.0,-4.0,-0.002335084646818447,-12.0,-1.0,-3.0,-0.002059025394646534,0.0,,0.0,,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,1.55,0.0,4.95,1.52,0.0,0.0
BACON,333.0,4.0,1.2,549.0,13.0,1.0,0.0,0.0,2269.0,12.0,0.53,2599.0,12.0,0.46,1.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,24.0,2.0,8.33,30.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,,8.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,138.0,0.0,0.0,137.0,0.0,0.0,1.0,0.0,0.0,6119.0,43.0,0.7,329.0,0.0,0.0,547.0,0.0,0.0,1.0,0.0,0.0,2268.0,0.0,2594.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,24.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,,8.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,137.0,0.0,0.0,137.0,0.0,0.0,1.0,0.0,0.0,6106.0,0.0,0.0,2783.0,18.0,2777.0,0.0,882.0,17.0,876.0,0.0,3336.0,25.0,3329.0,0.0,4868.0,24.0,4862.0,0.0,17.0,0.0,17.0,0.0,54.0,2.0,54.0,0.0,3.0,0.0,3.0,0.0,20.0,0.0,20.0,0.0,275.0,0.0,274.0,0.0,-43.0,-1.0,-13.0,-0.0021245301519856184,-25.0,-1.0,-7.0,-0.0020983213429256594,-18.0,-1.0,-6.0,-0.0021559468199784403,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,-17.0,-1.0,-6.0,-0.006802721088435374,-13.0,-1.0,-2.0,-0.0036429872495446266,-4.0,-1.0,-4.0,-0.012012012012012012,0.0,,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,-1.0,-0.0036363636363636364,0.0,,0.0,0.0,0.0,,-1.0,-0.007246376811594203,-24.0,-1.0,-6.0,-0.0012325390304026294,-12.0,-1.0,-5.0,-0.001923816852635629,-12.0,-1.0,-1.0,-0.00044072278536800354,0.0,,1.0,1.0,0.0,0.0,1.93,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.75,0.0,2.37,0.65,0.0,0.0
BAKER,419.0,191.0,45.58,563.0,303.0,0.0,0.0,,530.0,340.0,64.15,594.0,346.0,58.25,0.0,0.0,,4.0,1.0,25.0,5.0,1.0,20.0,0.0,0.0,,2.0,2.0,100.0,9.0,1.0,11.11,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,1.0,33.33,5.0,2.0,40.0,0.0,0.0,,14.0,4.0,28.57,15.0,5.0,33.33,0.0,0.0,,2163.0,1197.0,55.34,418.0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,,527.0,0.0,592.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,14.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,2156.0,0.0,0.0,972.0,539.0,968.0,0.0,982.0,494.0,980.0,0.0,1191.0,658.0,1188.0,0.0,1124.0,686.0,1119.0,0.0,9.0,2.0,9.0,0.0,11.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,0.0,29.0,9.0,29.0,0.0,-1197.0,-1.0,-7.0,-0.003236245954692557,-658.0,-1.0,-3.0,-0.0025188916876574307,-539.0,-1.0,-4.0,-0.00411522633744856,-2.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,,-494.0,-1.0,-2.0,-0.002036659877800407,-303.0,-1.0,-1.0,-0.0017761989342806395,-191.0,-1.0,-1.0,-0.002386634844868735,0.0,,0.0,,-3.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-3.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,-9.0,-1.0,0.0,0.0,-5.0,-1.0,0.0,0.0,-4.0,-1.0,0.0,0.0,-686.0,-1.0,-5.0,-0.004448398576512456,-346.0,-1.0,-2.0,-0.003367003367003367,-340.0,-1.0,-3.0,-0.005660377358490566,0.0,,0.0,,22.22,0.0,50.31,0.0,27.27,0.0,,,37.5,0.0,31.03,0.0,61.03,0.0,55.25,0.0,53.82,55.45,0.0,0.0
BALDWIN,4026.0,792.0,19.67,5892.0,1512.0,2.0,0.0,0.0,6096.0,233.0,3.82,7078.0,318.0,4.49,3.0,0.0,0.0,80.0,4.0,5.0,98.0,4.0,4.08,0.0,0.0,,59.0,5.0,8.47,89.0,1.0,1.12,0.0,0.0,,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,51.0,1.0,1.96,66.0,0.0,0.0,0.0,0.0,,340.0,10.0,2.94,315.0,22.0,6.98,0.0,0.0,,24206.0,2902.0,11.99,4010.0,0.0,0.0,5869.0,0.0,0.0,2.0,0.0,0.0,6065.0,0.0,7035.0,0.0,0.0,3.0,0.0,0.0,80.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,,59.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,50.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,,337.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,,24083.0,0.0,0.0,10658.0,1045.0,10607.0,0.0,9918.0,2304.0,9879.0,0.0,13548.0,1857.0,13476.0,0.0,13174.0,551.0,13100.0,0.0,178.0,8.0,178.0,0.0,148.0,6.0,149.0,0.0,16.0,0.0,16.0,0.0,117.0,1.0,115.0,0.0,655.0,32.0,646.0,0.0,-2902.0,-1.0,-123.0,-0.005081384780632901,-1857.0,-1.0,-72.0,-0.005314437555358724,-1045.0,-1.0,-51.0,-0.004785137924563708,-8.0,-1.0,0.0,0.0,-4.0,-1.0,0.0,0.0,-4.0,-1.0,0.0,0.0,0.0,,0.0,,-2304.0,-1.0,-39.0,-0.003932244404113733,-1512.0,-1.0,-23.0,-0.003903598099117447,-792.0,-1.0,-16.0,-0.003974167908594138,0.0,,0.0,0.0,-6.0,-1.0,1.0,0.006756756756756757,-1.0,-1.0,1.0,0.011235955056179775,-5.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,-1.0,-1.0,-2.0,-0.017094017094017096,0.0,,-1.0,-0.015151515151515152,-1.0,-1.0,-1.0,-0.0196078431372549,0.0,,0.0,,0.0,,0.0,,-32.0,-1.0,-9.0,-0.013740458015267175,-22.0,-1.0,-6.0,-0.01904761904761905,-10.0,-1.0,-3.0,-0.008823529411764706,-551.0,-1.0,-74.0,-0.005617124639441324,-318.0,-1.0,-43.0,-0.0060751624752755015,-233.0,-1.0,-31.0,-0.005085301837270341,0.0,,0.0,0.0,4.49,0.0,23.23,0.0,4.05,0.0,0.0,0.0,0.85,0.0,4.89,0.0,4.18,0.0,13.71,0.0,25.66,9.8,0.0,0.0
BANKS,106.0,6.0,5.66,88.0,5.0,0.0,0.0,,4359.0,42.0,0.96,4729.0,54.0,1.14,2.0,0.0,0.0,39.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,,79.0,1.0,1.27,60.0,2.0,3.33,0.0,0.0,,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,19.0,0.0,0.0,13.0,1.0,7.69,0.0,0.0,,243.0,1.0,0.41,199.0,2.0,1.01,0.0,0.0,,9978.0,114.0,1.14,106.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,,4354.0,0.0,4725.0,0.0,0.0,2.0,0.0,0.0,39.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,,79.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,19.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,,243.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,,9970.0,0.0,0.0,4846.0,50.0,4842.0,0.0,194.0,11.0,194.0,0.0,5132.0,64.0,5128.0,0.0,9088.0,96.0,9079.0,0.0,76.0,0.0,76.0,0.0,139.0,3.0,139.0,0.0,7.0,0.0,8.0,0.0,32.0,1.0,32.0,0.0,442.0,3.0,442.0,0.0,-114.0,-1.0,-8.0,-0.0008017638805371818,-64.0,-1.0,-4.0,-0.000779423226812159,-50.0,-1.0,-4.0,-0.0008254230293025176,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,-11.0,-1.0,0.0,0.0,-5.0,-1.0,0.0,0.0,-6.0,-1.0,0.0,0.0,0.0,,0.0,,-3.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,0.14285714285714285,0.0,,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,-3.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-96.0,-1.0,-9.0,-0.0009903169014084507,-54.0,-1.0,-4.0,-0.0008458447874814971,-42.0,-1.0,-5.0,-0.0011470520761642578,0.0,,0.0,0.0,0.0,0.0,5.67,0.0,2.16,0.0,0.0,0.0,3.12,0.0,0.68,0.0,1.06,0.0,1.25,0.0,5.68,1.03,0.0,0.0
