index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Rockdale,BA,4803,228,773,273,0,1274,250,1294,659,1,2204,10,19,5,0,34,3512,
1,Rockdale,BT,4007,463,818,315,4,1600,164,549,385,1,1099,16,12,10,0,38,2737,
2,Rockdale,CO,3862,101,239,111,2,453,290,969,453,2,1714,8,8,7,0,23,2190,
3,Rockdale,FI,6328,84,364,161,0,609,360,2181,1130,1,3672,10,15,8,0,33,4314,
4,Rockdale,FS,4038,85,312,174,0,571,219,1296,683,0,2198,4,11,3,0,18,2787,
5,Rockdale,HC,2411,145,454,163,0,762,122,543,303,0,968,7,9,4,0,20,1750,
6,Rockdale,HI,3515,139,524,172,0,835,161,963,487,0,1611,1,8,7,0,16,2462,
7,Rockdale,LA,2001,81,169,101,0,351,117,395,343,0,855,5,10,7,0,22,1228,
8,Rockdale,LO,3943,348,615,236,1,1200,211,994,593,0,1798,8,4,9,0,21,3019,
9,Rockdale,MA,3180,230,528,204,0,962,156,681,388,1,1226,15,14,6,0,35,2223,
10,Rockdale,MI,4226,109,329,119,0,557,245,1209,595,5,2054,6,16,9,0,31,2642,
11,Rockdale,OT,6135,69,309,174,1,553,394,1831,877,5,3107,8,15,5,0,28,3688,
12,Rockdale,RO,4633,131,504,199,0,834,252,1404,681,2,2339,7,15,6,0,28,3201,
13,Rockdale,SM,4308,96,487,178,2,763,200,1440,681,5,2326,7,15,11,0,33,3122,
14,Rockdale,SP,4781,100,470,187,2,759,264,1647,689,0,2600,7,7,12,0,26,3385,
15,Rockdale,ST,3334,117,571,238,3,929,138,852,482,1,1473,7,11,6,0,24,2426,
