index,County,Precinct,Registered Voters,Sharon Henderson (Dem)_Election Day Votes,Sharon Henderson (Dem)_Advanced Voting Votes,Sharon Henderson (Dem)_Absentee by Mail Votes,Sharon Henderson (Dem)_Provisional Votes,Sharon Henderson (Dem)_Choice Total,Total,
0,Rockdale,FI,6328,327,1672,817,0,2816,2816,
