index,County,Precinct,Registered Voters,David S. Stevens (I) (Rep)_Election Day Votes,David S. Stevens (I) (Rep)_Advanced Voting Votes,David S. Stevens (I) (Rep)_Absentee by Mail Votes,David S. Stevens (I) (Rep)_Provisional Votes,David S. Stevens (I) (Rep)_Choice Total,Total,
0,McIntosh,North Darien,2157,191,548,157,0,896,896,
