index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Walker,La Fayette,6547,639,1926,514,1,3080,112,352,294,0,758,70,85,31,0,186,4024,
1,Walker,Walnut Grove,2212,402,728,168,0,1298,31,72,60,0,163,17,28,5,0,50,1511,
2,Walker,Rock Spring,6275,621,2498,528,0,3647,75,306,224,0,605,45,77,32,0,154,4406,
3,Walker,Armuchee Valley,1453,522,221,76,0,819,46,40,57,0,143,26,9,2,0,37,999,
4,Walker,Mountain,1254,366,206,106,1,679,40,45,63,0,148,18,11,10,0,39,866,
5,Walker,Chattanooga Valley,6325,742,1966,572,2,3282,154,354,360,0,868,70,82,32,0,184,4334,
6,Walker,Kensington,1347,333,288,83,1,705,45,73,65,1,184,11,20,3,0,34,923,
7,Walker,Rossville,6255,454,1622,448,0,2524,172,368,314,1,855,44,76,31,0,151,3530,
8,Walker,Chickamauga,6890,575,2701,607,1,3884,84,331,270,0,685,47,100,23,0,170,4739,
9,Walker,Fairyland,1265,149,396,78,0,623,25,164,66,0,255,17,12,4,0,33,911,
10,Walker,Fairview,3101,352,775,227,1,1355,64,167,132,0,363,40,23,11,0,74,1792,
