index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Walker,La Fayette,6547,676,1949,538,1,3164,96,339,284,0,719,63,91,37,0,191,4074,
1,Walker,Walnut Grove,2212,420,754,168,0,1342,25,66,60,0,151,16,21,7,0,44,1537,
2,Walker,Rock Spring,6275,634,2535,547,0,3716,70,301,223,0,594,43,67,28,0,138,4448,
3,Walker,Armuchee Valley,1453,534,232,79,0,845,47,39,58,0,144,19,10,4,0,33,1022,
4,Walker,Mountain,1254,375,206,111,1,693,37,41,61,0,139,14,17,9,0,40,872,
5,Walker,Chattanooga Valley,6325,761,2005,577,2,3345,145,353,363,0,861,70,74,35,0,179,4385,
6,Walker,Kensington,1347,339,299,84,1,723,44,66,67,1,178,9,17,3,0,29,930,
7,Walker,Rossville,6255,462,1654,469,0,2585,163,362,318,1,844,53,72,27,0,152,3581,
8,Walker,Chickamauga,6890,589,2752,611,1,3953,85,319,271,0,675,43,98,32,0,173,4801,
9,Walker,Fairyland,1265,153,404,82,0,639,22,154,63,0,239,17,17,5,0,39,917,
10,Walker,Fairview,3101,362,784,232,1,1379,66,170,129,0,365,33,28,16,0,77,1821,
