index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Walker,La Fayette,6547,681,2009,509,1,3200,125,366,313,0,804,54,67,28,0,149,4153,
1,Walker,Walnut Grove,2212,420,753,168,0,1341,33,80,59,0,172,17,22,5,0,44,1557,
2,Walker,Rock Spring,6275,646,2572,535,0,3753,90,340,238,0,668,32,58,20,0,110,4531,
3,Walker,Armuchee Valley,1453,546,238,81,0,865,53,42,58,0,153,16,6,3,0,25,1043,
4,Walker,Mountain,1254,385,221,104,1,711,48,48,68,0,164,13,6,5,0,24,899,
5,Walker,Chattanooga Valley,6325,782,2038,563,1,3384,164,383,379,1,927,56,61,21,0,138,4449,
6,Walker,Kensington,1347,350,306,81,1,738,46,76,67,1,190,7,17,1,0,25,953,
7,Walker,Rossville,6255,473,1676,463,0,2612,185,399,309,1,894,40,73,25,0,138,3644,
8,Walker,Chickamauga,6890,622,2792,596,1,4011,100,374,306,0,780,26,83,26,0,135,4926,
9,Walker,Fairyland,1265,155,399,81,0,635,27,179,72,0,278,16,12,4,0,32,945,
10,Walker,Fairview,3101,363,801,234,2,1400,81,196,128,0,405,26,20,17,0,63,1868,
