index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Walker,La Fayette,6547,725,2056,543,1,3325,113,383,336,0,832,36,23,11,0,70,4227,
1,Walker,Walnut Grove,2212,434,776,175,0,1385,29,77,66,0,172,10,10,1,0,21,1578,
2,Walker,Rock Spring,6275,672,2613,546,0,3831,82,353,265,0,700,18,19,16,0,53,4584,
3,Walker,Armuchee Valley,1453,560,244,81,0,885,55,47,62,0,164,5,2,3,0,10,1059,
4,Walker,Mountain,1254,381,225,107,1,714,52,51,75,0,178,10,0,3,0,13,905,
5,Walker,Chattanooga Valley,6325,783,2075,582,2,3442,187,400,409,0,996,31,25,10,0,66,4504,
6,Walker,Kensington,1347,350,316,84,1,751,47,81,70,1,199,6,6,3,0,15,965,
7,Walker,Rossville,6255,494,1737,479,0,2710,195,396,351,1,943,16,31,8,0,55,3708,
8,Walker,Chickamauga,6890,641,2839,608,1,4089,107,394,345,0,846,11,38,12,0,61,4996,
9,Walker,Fairyland,1265,145,378,70,0,593,40,198,83,0,321,9,9,4,0,22,936,
10,Walker,Fairview,3101,375,830,242,2,1449,87,187,144,0,418,10,10,5,0,25,1892,
