index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Walker,La Fayette,6547,663,1851,691,1,3206,150,456,142,0,748,3954,
1,Walker,Walnut Grove,2212,350,612,194,0,1156,94,206,35,0,335,1491,
2,Walker,Rock Spring,6275,596,2255,622,0,3473,136,548,135,0,819,4292,
3,Walker,Armuchee Valley,1453,458,223,108,0,789,125,48,32,0,205,994,
4,Walker,Mountain,1254,342,211,149,1,703,77,51,30,0,158,861,
5,Walker,Chattanooga Valley,6325,794,1979,770,1,3544,161,401,147,1,710,4254,
6,Walker,Kensington,1347,301,304,116,2,723,78,70,31,0,179,902,
7,Walker,Rossville,6255,557,1688,638,1,2884,96,343,104,0,543,3427,
8,Walker,Chickamauga,6890,582,2491,717,0,3790,107,539,174,1,821,4611,
9,Walker,Fairyland,1265,168,488,142,0,798,18,69,6,0,93,891,
10,Walker,Fairview,3101,375,785,287,1,1448,68,176,65,0,309,1757,
