index,County,Precinct,Registered Voters,Buddy Willis (I) (Rep)_Election Day Votes,Buddy Willis (I) (Rep)_Advanced Voting Votes,Buddy Willis (I) (Rep)_Absentee by Mail Votes,Buddy Willis (I) (Rep)_Provisional Votes,Buddy Willis (I) (Rep)_Choice Total,"Harvey Williams, Jr. (Dem)_Election Day Votes","Harvey Williams, Jr. (Dem)_Advanced Voting Votes","Harvey Williams, Jr. (Dem)_Absentee by Mail Votes","Harvey Williams, Jr. (Dem)_Provisional Votes","Harvey Williams, Jr. (Dem)_Choice Total",Total,
0,Atkinson,Willacoochee,1311,140,152,26,0,318,98,141,33,0,272,590,
