index,County,Precinct,Registered Voters,Austin Scott (I) (Rep)_Election Day Votes,Austin Scott (I) (Rep)_Advanced Voting Votes,Austin Scott (I) (Rep)_Absentee by Mail Votes,Austin Scott (I) (Rep)_Provisional Votes,Austin Scott (I) (Rep)_Choice Total,Lindsay Holliday (Dem)_Election Day Votes,Lindsay Holliday (Dem)_Advanced Voting Votes,Lindsay Holliday (Dem)_Absentee by Mail Votes,Lindsay Holliday (Dem)_Provisional Votes,Lindsay Holliday (Dem)_Choice Total,Total,
0,Atkinson,Pearson County,1802,220,677,78,0,975,31,81,34,0,146,1121,
1,Atkinson,Axson,742,179,244,26,1,450,20,15,4,0,39,489,
2,Atkinson,Willacoochee,1311,211,286,45,0,542,102,126,36,0,264,806,
3,Atkinson,Pearson City,944,68,138,28,0,234,53,158,44,0,255,489,
