index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Columbia,Kiokee Baptist Church,2541,454,1149,179,0,1782,39,146,110,0,295,8,8,7,0,23,2100,
1,Columbia,Lewis Methodist Church,3737,410,1055,255,1,1721,129,596,390,1,1116,24,21,12,0,57,2894,
2,Columbia,Woodlawn Baptist Church,1290,170,457,99,0,726,27,143,105,0,275,5,4,2,0,11,1012,
3,Columbia,Patriots Park,4046,349,1307,178,0,1834,130,674,344,0,1148,17,43,11,0,71,3053,
4,Columbia,New Life Church,4438,329,934,169,1,1433,236,1023,430,3,1692,36,37,12,0,85,3210,
5,Columbia,Harlem Branch Library,2642,365,864,174,2,1405,82,245,133,0,460,9,9,10,0,28,1893,
6,Columbia,Harlem Senior Center,1819,307,451,69,0,827,115,240,185,0,540,10,12,2,0,24,1391,
7,Columbia,Second Mt Moriah Baptist Church1027,163,393,66,1,623,26,80,53,0,159,4,10,3,0,17,799,,
8,Columbia,Bessie Thomas Center,799,112,359,58,2,531,14,50,24,0,88,2,6,2,0,10,629,
9,Columbia,Philadelphia Church,2355,205,614,115,1,935,118,423,198,0,739,18,28,9,0,55,1729,
10,Columbia,Liberty Park-Grovetown,3410,279,646,137,2,1064,220,609,318,2,1149,16,18,5,0,39,2252,
11,Columbia,Grovetown Methodist Church,2736,192,305,108,2,607,258,520,268,5,1051,8,14,6,0,28,1686,
12,Columbia,G A Apostolic Church,1701,249,371,117,0,737,78,244,148,1,471,4,15,2,0,21,1229,
13,Columbia,Grovetown Public Safety Station 23696,237,650,133,1,1021,219,790,413,1,1423,24,29,10,0,63,2507,,
14,Columbia,Grove First Baptist Church,2954,179,523,80,0,782,157,678,327,1,1163,10,17,8,0,35,1980,
15,Columbia,Eubank-Blanchard Center,1576,380,490,76,1,947,84,110,83,0,277,3,8,0,0,11,1235,
16,Columbia,Second Mt Carmel Baptist Church731,106,141,21,0,268,126,71,87,0,284,0,2,2,0,4,556,,
17,Columbia,Damascus Baptist Church,1023,354,300,65,1,720,34,34,31,0,99,3,2,0,0,5,824,
18,Columbia,Col Cty Bd of Edu,2143,224,692,150,2,1068,97,298,174,1,570,5,6,5,0,16,1654,
19,Columbia,Greenbrier High,3369,476,1180,212,3,1871,110,389,293,1,793,14,24,8,0,46,2710,
20,Columbia,Parkway Baptist Church,4596,579,1491,252,2,2324,152,741,375,1,1269,29,21,10,0,60,3653,
21,Columbia,Riverview Church,1320,147,444,92,0,683,59,178,141,0,378,8,7,2,0,17,1078,
22,Columbia,Grace Baptist Church,3558,404,961,161,0,1526,141,673,357,0,1171,13,27,10,0,50,2747,
23,Columbia,Christ Sanctified,2521,347,747,173,1,1268,102,282,186,0,570,15,15,1,0,31,1869,
24,Columbia,Blanchard Park,2026,244,413,137,2,796,109,304,183,0,596,7,6,6,0,19,1411,
25,Columbia,Belair Baptist Church,2440,343,592,173,1,1109,123,338,215,1,677,23,6,7,0,36,1822,
26,Columbia,Marvin Methodist,1937,317,382,133,0,832,138,196,198,0,532,12,11,4,0,27,1391,
27,Columbia,Westside Baptist Church,1516,275,407,173,0,855,78,118,150,0,346,6,10,1,0,17,1218,
28,Columbia,Trinity Baptist Church,2836,447,783,251,2,1483,117,258,197,1,573,14,4,10,0,28,2084,
29,Columbia,Abilene Baptist,2046,307,497,159,0,963,85,204,175,0,464,11,4,2,0,17,1444,
30,Columbia,Augusta Christian,2179,319,515,169,0,1003,133,248,223,1,605,12,8,4,0,24,1632,
31,Columbia,Savannah Rapids Pavilion,1549,130,613,255,0,998,35,141,204,0,380,6,2,4,0,12,1390,
32,Columbia,Gospel Water Branch,2096,244,629,137,2,1012,114,291,247,2,654,3,9,6,0,18,1684,
33,Columbia,Genesis Church,1830,243,522,172,0,937,81,208,188,1,478,9,5,8,0,22,1437,
34,Columbia,Stevens Creek Church,2760,367,925,250,1,1543,110,324,302,0,736,6,14,5,0,25,2304,
35,Columbia,Mtz Col Fire Hdqtr,1291,198,238,71,0,507,106,120,94,1,321,12,3,4,0,19,847,
36,Columbia,Lakeside Middle,1923,261,482,82,0,825,107,245,159,1,512,15,16,4,0,35,1372,
37,Columbia,Martinez Baptist,1962,324,337,106,0,767,146,225,157,0,528,19,8,1,0,28,1323,
