index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Columbia,Kiokee Baptist Church,2541,342,883,203,0,1428,121,346,78,0,545,1973,
1,Columbia,Lewis Methodist Church,3737,423,1187,459,2,2071,120,423,170,0,713,2784,
2,Columbia,Woodlawn Baptist Church,1290,148,415,146,0,709,47,166,44,0,257,966,
3,Columbia,Patriots Park,4046,371,1446,394,0,2211,106,503,110,0,719,2930,
4,Columbia,New Life Church,4438,423,1446,440,3,2312,147,476,130,0,753,3065,
5,Columbia,Harlem Branch Library,2642,328,763,208,0,1299,93,287,95,2,477,1776,
6,Columbia,Harlem Senior Center,1819,297,481,156,0,934,105,183,80,0,368,1302,
7,Columbia,Second Mt Moriah Baptist Church1027,138,310,87,1,536,44,138,25,0,207,743,,
8,Columbia,Bessie Thomas Center,799,86,281,58,0,425,38,114,21,2,175,600,
9,Columbia,Philadelphia Church,2355,246,772,222,1,1241,77,237,78,0,392,1633,
10,Columbia,Liberty Park-Grovetown,3410,386,918,323,3,1630,116,308,113,1,538,2168,
11,Columbia,Grovetown Methodist Church,2736,326,603,261,5,1195,111,197,85,2,395,1590,
12,Columbia,G A Apostolic Church,1701,224,438,179,0,841,94,153,70,1,318,1159,
13,Columbia,Grovetown Public Safety Station 23696,348,1077,374,0,1799,109,334,142,1,586,2385,,
14,Columbia,Grove First Baptist Church,2954,254,886,264,1,1405,76,289,123,0,488,1893,
15,Columbia,Eubank-Blanchard Center,1576,336,403,105,1,845,108,169,42,0,319,1164,
16,Columbia,Second Mt Carmel Baptist Church731,148,142,60,0,350,54,59,38,0,151,501,,
17,Columbia,Damascus Baptist Church,1023,279,233,69,1,582,93,93,27,0,213,795,
18,Columbia,Col Cty Bd of Edu,2143,244,702,221,3,1170,68,256,83,0,407,1577,
19,Columbia,Greenbrier High,3369,461,1123,359,0,1943,115,401,122,0,638,2581,
20,Columbia,Parkway Baptist Church,4596,565,1621,440,1,2627,168,543,148,1,860,3487,
21,Columbia,Riverview Church,1320,151,450,156,0,757,52,162,69,0,283,1040,
22,Columbia,Grace Baptist Church,3558,409,1222,387,0,2018,118,386,109,0,613,2631,
23,Columbia,Christ Sanctified,2521,341,749,248,1,1339,104,260,82,0,446,1785,
24,Columbia,Blanchard Park,2026,252,507,210,2,971,85,181,84,0,350,1321,
25,Columbia,Belair Baptist Church,2440,351,678,280,0,1309,113,224,86,2,425,1734,
26,Columbia,Marvin Methodist,1937,353,409,245,0,1007,92,148,61,0,301,1308,
27,Columbia,Westside Baptist Church,1516,270,367,219,0,856,77,147,88,0,312,1168,
28,Columbia,Trinity Baptist Church,2836,416,723,313,2,1454,138,270,105,0,513,1967,
29,Columbia,Abilene Baptist,2046,288,491,223,0,1002,108,180,102,0,390,1392,
30,Columbia,Augusta Christian,2179,339,566,276,1,1182,102,175,95,0,372,1554,
31,Columbia,Savannah Rapids Pavilion,1549,121,521,315,0,957,46,199,106,0,351,1308,
32,Columbia,Gospel Water Branch,2096,250,681,274,1,1206,92,213,86,0,391,1597,
33,Columbia,Genesis Church,1830,241,521,236,1,999,71,186,105,0,362,1361,
34,Columbia,Stevens Creek Church,2760,341,905,375,0,1621,113,294,139,0,546,2167,
35,Columbia,Mtz Col Fire Hdqtr,1291,238,257,114,1,610,69,87,47,0,203,813,
36,Columbia,Lakeside Middle,1923,281,555,170,1,1007,77,171,56,0,304,1311,
37,Columbia,Martinez Baptist,1962,352,403,190,0,945,109,137,52,0,298,1243,
38,Columbia,Gold Cross EMS,1889,226,446,288,3,963,76,165,119,1,361,1324,
39,Columbia,Church of Our Savior,2310,364,532,277,2,1175,94,178,122,1,395,1570,
40,Columbia,West Acres Baptist,2424,299,752,275,0,1326,89,240,98,0,427,1753,
41,Columbia,Journey Comm Church,1268,139,440,154,1,734,46,156,62,1,265,999,
42,Columbia,Wesley Methodist,2434,333,793,275,0,1401,67,265,68,3,403,1804,
43,Columbia,Col Cty Main Library,2106,188,684,237,0,1109,61,257,69,1,388,1497,
44,Columbia,Christ Church Presbyterian,2081,278,693,229,2,1202,69,245,63,0,377,1579,
45,Columbia,Blue Ridge Elementary,2301,301,648,234,1,1184,95,223,72,0,390,1574,
46,Columbia,Christ The King Luth Church,2148,173,739,319,0,1231,68,238,118,1,425,1656,
