index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Columbia,Kiokee Baptist Church,2541,444,1130,188,0,1762,35,118,89,0,242,15,24,13,0,52,2056,
1,Columbia,Lewis Methodist Church,3737,405,1093,274,1,1773,112,513,335,1,961,35,47,34,0,116,2850,
2,Columbia,Woodlawn Baptist Church,1290,164,448,114,0,726,24,126,82,0,232,12,15,6,0,33,991,
3,Columbia,Patriots Park,4046,354,1329,186,0,1869,111,600,305,0,1016,30,78,33,0,141,3026,
4,Columbia,New Life Church,4438,321,960,184,1,1466,193,935,394,3,1525,66,71,19,0,156,3147,
5,Columbia,Harlem Branch Library,2642,353,845,171,2,1371,69,215,124,0,408,17,30,12,0,59,1838,
6,Columbia,Harlem Senior Center,1819,301,445,73,0,819,103,220,169,0,492,18,25,6,0,49,1360,
7,Columbia,Second Mt Moriah Baptist Church1027,160,391,65,1,617,16,68,49,0,133,11,16,6,0,33,783,,
8,Columbia,Bessie Thomas Center,799,107,355,59,2,523,10,46,18,0,74,6,9,2,0,17,614,
9,Columbia,Philadelphia Church,2355,205,620,123,1,949,99,371,174,0,644,27,52,14,0,93,1686,
10,Columbia,Liberty Park-Grovetown,3410,281,627,140,2,1050,187,568,290,2,1047,30,60,23,0,113,2210,
11,Columbia,Grovetown Methodist Church,2736,195,302,104,1,602,224,481,244,5,954,24,39,17,1,81,1637,
12,Columbia,G A Apostolic Church,1701,239,374,121,0,734,69,221,130,1,421,15,18,14,0,47,1202,
13,Columbia,Grovetown Public Safety Station 23696,243,646,139,1,1029,192,723,374,1,1290,32,77,31,0,140,2459,,
14,Columbia,Grove First Baptist Church,2954,176,519,88,1,784,134,632,296,0,1062,24,50,21,0,95,1941,
15,Columbia,Eubank-Blanchard Center,1576,375,486,73,1,935,66,95,75,0,236,13,18,8,0,39,1210,
16,Columbia,Second Mt Carmel Baptist Church731,106,137,23,0,266,114,71,78,0,263,5,4,3,0,12,541,,
17,Columbia,Damascus Baptist Church,1023,350,301,68,1,720,26,27,27,0,80,11,7,2,0,20,820,
18,Columbia,Col Cty Bd of Edu,2143,223,694,150,2,1069,77,272,155,0,504,23,24,13,0,60,1633,
19,Columbia,Greenbrier High,3369,496,1199,232,1,1928,73,325,242,0,640,27,49,20,0,96,2664,
20,Columbia,Parkway Baptist Church,4596,577,1499,265,2,2343,128,677,327,1,1133,45,56,24,0,125,3601,
21,Columbia,Riverview Church,1320,148,458,105,0,711,52,156,120,0,328,9,12,8,0,29,1068,
22,Columbia,Grace Baptist Church,3558,408,996,173,0,1577,114,600,325,0,1039,23,49,16,0,88,2704,
23,Columbia,Christ Sanctified,2521,349,751,183,1,1284,79,245,164,0,488,28,32,8,0,68,1840,
24,Columbia,Blanchard Park,2026,236,413,141,2,792,96,267,164,0,527,22,29,17,0,68,1387,
25,Columbia,Belair Baptist Church,2440,336,599,175,1,1111,109,307,200,1,617,28,19,7,0,54,1782,
26,Columbia,Marvin Methodist,1937,324,377,134,0,835,115,171,178,0,464,21,27,13,0,61,1360,
27,Columbia,Westside Baptist Church,1516,275,407,193,0,875,53,108,124,0,285,25,15,3,0,43,1203,
28,Columbia,Trinity Baptist Church,2836,447,779,262,2,1490,92,224,163,1,480,34,22,16,0,72,2042,
29,Columbia,Abilene Baptist,2046,300,486,160,0,946,82,178,154,0,414,22,27,15,0,64,1424,
30,Columbia,Augusta Christian,2179,316,520,180,0,1016,114,216,200,0,530,18,31,7,1,57,1603,
31,Columbia,Savannah Rapids Pavilion,1549,142,620,266,0,1028,23,113,173,0,309,7,14,10,0,31,1368,
32,Columbia,Gospel Water Branch,2096,248,655,158,2,1063,86,248,207,1,542,7,18,16,0,41,1646,
33,Columbia,Genesis Church,1830,232,538,187,0,957,62,169,158,1,390,27,23,11,0,61,1408,
34,Columbia,Stevens Creek Church,2760,386,944,273,1,1604,70,269,259,0,598,13,33,15,0,61,2263,
35,Columbia,Mtz Col Fire Hdqtr,1291,200,228,73,0,501,89,109,87,1,286,20,15,9,0,44,831,
36,Columbia,Lakeside Middle,1923,259,488,87,0,834,88,216,138,1,443,28,36,16,0,80,1357,
37,Columbia,Martinez Baptist,1962,315,332,111,0,758,132,201,139,0,472,33,29,5,0,67,1297,
38,Columbia,Gold Cross EMS,1889,227,470,289,4,990,56,132,130,1,319,19,23,15,0,57,1366,
39,Columbia,Church of Our Savior,2310,309,473,185,2,969,128,233,214,2,577,37,27,14,0,78,1624,
40,Columbia,West Acres Baptist,2424,308,749,171,1,1229,76,241,200,0,517,11,26,9,0,46,1792,
41,Columbia,Journey Comm Church,1268,164,501,147,1,813,26,94,77,0,197,7,16,4,1,28,1038,
42,Columbia,Wesley Methodist,2434,317,812,192,3,1324,76,265,150,1,492,24,26,12,0,62,1878,
43,Columbia,Col Cty Main Library,2106,184,688,142,0,1014,57,254,169,1,481,16,24,10,0,50,1545,
44,Columbia,Christ Church Presbyterian,2081,285,743,155,1,1184,52,216,146,1,415,14,22,9,0,45,1644,
45,Columbia,Blue Ridge Elementary,2301,263,611,148,0,1022,124,257,164,1,546,24,28,13,0,65,1633,
46,Columbia,Christ The King Luth Church,2148,195,768,251,1,1215,40,228,206,0,474,13,17,9,0,39,1728,
