index,County,Precinct,Registered Voters,Larry Allen (I) (Dem)_Election Day Votes,Larry Allen (I) (Dem)_Advanced Voting Votes,Larry Allen (I) (Dem)_Absentee by Mail Votes,Larry Allen (I) (Dem)_Provisional Votes,Larry Allen (I) (Dem)_Choice Total,Total,
0,Jeff Davis,Hazlehurst,1406,177,324,127,0,628,628,
