index,County,Precinct,Registered Voters,Rick W. Allen (I) (Rep)_Election Day Votes,Rick W. Allen (I) (Rep)_Advanced Voting Votes,Rick W. Allen (I) (Rep)_Absentee by Mail Votes,Rick W. Allen (I) (Rep)_Provisional Votes,Rick W. Allen (I) (Rep)_Choice Total,Liz Johnson (Dem)_Election Day Votes,Liz Johnson (Dem)_Advanced Voting Votes,Liz Johnson (Dem)_Absentee by Mail Votes,Liz Johnson (Dem)_Provisional Votes,Liz Johnson (Dem)_Choice Total,Total,
0,Jeff Davis,Hazlehurst,1406,107,223,58,0,388,102,190,94,0,386,774,
1,Jeff Davis,Altamaha 1,703,87,300,48,0,435,12,44,10,0,66,501,
2,Jeff Davis,Altamaha 2,1249,322,479,81,0,882,16,20,7,0,43,925,
3,Jeff Davis,Blackburn 1,870,99,219,41,0,359,25,52,35,0,112,471,
4,Jeff Davis,Blackburn 2,722,173,250,57,0,480,5,13,7,0,25,505,
5,Jeff Davis,Whitehead 1,988,99,323,66,0,488,30,71,38,0,139,627,
6,Jeff Davis,Whitehead 2,642,184,202,45,0,431,13,10,9,0,32,463,
7,Jeff Davis,Ocmulgee 1,1399,176,523,100,0,799,42,62,28,0,132,931,
8,Jeff Davis,Ocmulgee 2,499,106,127,34,0,267,8,26,26,0,60,327,
