index,County,Precinct,Registered Voters,James S. Benjamin (I) (Dem)_Election Day Votes,James S. Benjamin (I) (Dem)_Advanced Voting Votes,James S. Benjamin (I) (Dem)_Absentee by Mail Votes,James S. Benjamin (I) (Dem)_Provisional Votes,James S. Benjamin (I) (Dem)_Choice Total,Total,
0,Jeff Davis,Hazlehurst,1406,179,327,126,0,632,632,
