StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,11,Banks,Rep,Andrew Clyde,Absentee by Mail Votes,1028
13,11,Banks,Rep,Andrew Clyde,Advanced Voting Votes,5047
13,11,Banks,Rep,Andrew Clyde,Election Day Votes,1595
13,11,Banks,Rep,Andrew Clyde,Provisional Votes,11
13,11,Banks,Rep,Andrew Clyde,TOTAL VOTES,7681
13,11,Banks,Dem,Devin Pandy,Absentee by Mail Votes,325
13,11,Banks,Dem,Devin Pandy,Advanced Voting Votes,417
13,11,Banks,Dem,Devin Pandy,Election Day Votes,153
13,11,Banks,Dem,Devin Pandy,Provisional Votes,3
13,11,Banks,Dem,Devin Pandy,TOTAL VOTES,898
13,59,Clarke,Rep,Andrew Clyde,Absentee by Mail Votes,427
13,59,Clarke,Rep,Andrew Clyde,Advanced Voting Votes,647
13,59,Clarke,Rep,Andrew Clyde,Election Day Votes,572
13,59,Clarke,Rep,Andrew Clyde,Provisional Votes,0
13,59,Clarke,Rep,Andrew Clyde,TOTAL VOTES,1646
13,59,Clarke,Dem,Devin Pandy,Absentee by Mail Votes,1531
13,59,Clarke,Dem,Devin Pandy,Advanced Voting Votes,1802
13,59,Clarke,Dem,Devin Pandy,Election Day Votes,982
13,59,Clarke,Dem,Devin Pandy,Provisional Votes,2
13,59,Clarke,Dem,Devin Pandy,TOTAL VOTES,4317
13,85,Dawson,Rep,Andrew Clyde,Absentee by Mail Votes,2021
13,85,Dawson,Rep,Andrew Clyde,Advanced Voting Votes,9063
13,85,Dawson,Rep,Andrew Clyde,Election Day Votes,2340
13,85,Dawson,Rep,Andrew Clyde,Provisional Votes,2
13,85,Dawson,Rep,Andrew Clyde,TOTAL VOTES,13426
13,85,Dawson,Dem,Devin Pandy,Absentee by Mail Votes,957
13,85,Dawson,Dem,Devin Pandy,Advanced Voting Votes,1102
13,85,Dawson,Dem,Devin Pandy,Election Day Votes,250
13,85,Dawson,Dem,Devin Pandy,Provisional Votes,1
13,85,Dawson,Dem,Devin Pandy,TOTAL VOTES,2310
13,105,Elbert,Rep,Andrew Clyde,Absentee by Mail Votes,993
13,105,Elbert,Rep,Andrew Clyde,Advanced Voting Votes,3417
13,105,Elbert,Rep,Andrew Clyde,Election Day Votes,1808
13,105,Elbert,Rep,Andrew Clyde,Provisional Votes,0
13,105,Elbert,Rep,Andrew Clyde,TOTAL VOTES,6218
13,105,Elbert,Dem,Devin Pandy,Absentee by Mail Votes,1024
13,105,Elbert,Dem,Devin Pandy,Advanced Voting Votes,1164
13,105,Elbert,Dem,Devin Pandy,Election Day Votes,499
13,105,Elbert,Dem,Devin Pandy,Provisional Votes,0
13,105,Elbert,Dem,Devin Pandy,TOTAL VOTES,2687
13,111,Fannin,Rep,Andrew Clyde,Absentee by Mail Votes,2257
13,111,Fannin,Rep,Andrew Clyde,Advanced Voting Votes,5638
13,111,Fannin,Rep,Andrew Clyde,Election Day Votes,4045
13,111,Fannin,Rep,Andrew Clyde,Provisional Votes,20
13,111,Fannin,Rep,Andrew Clyde,TOTAL VOTES,11960
13,111,Fannin,Dem,Devin Pandy,Absentee by Mail Votes,1071
13,111,Fannin,Dem,Devin Pandy,Advanced Voting Votes,957
13,111,Fannin,Dem,Devin Pandy,Election Day Votes,368
13,111,Fannin,Dem,Devin Pandy,Provisional Votes,1
13,111,Fannin,Dem,Devin Pandy,TOTAL VOTES,2397
13,117,Forsyth,Rep,Andrew Clyde,Absentee by Mail Votes,4129
13,117,Forsyth,Rep,Andrew Clyde,Advanced Voting Votes,20907
13,117,Forsyth,Rep,Andrew Clyde,Election Day Votes,3778
13,117,Forsyth,Rep,Andrew Clyde,Provisional Votes,7
13,117,Forsyth,Rep,Andrew Clyde,TOTAL VOTES,28821
13,117,Forsyth,Dem,Devin Pandy,Absentee by Mail Votes,2463
13,117,Forsyth,Dem,Devin Pandy,Advanced Voting Votes,4280
13,117,Forsyth,Dem,Devin Pandy,Election Day Votes,731
13,117,Forsyth,Dem,Devin Pandy,Provisional Votes,4
13,117,Forsyth,Dem,Devin Pandy,TOTAL VOTES,7478
13,119,Franklin,Rep,Andrew Clyde,Absentee by Mail Votes,1430
13,119,Franklin,Rep,Andrew Clyde,Advanced Voting Votes,5371
13,119,Franklin,Rep,Andrew Clyde,Election Day Votes,2295
13,119,Franklin,Rep,Andrew Clyde,Provisional Votes,2
