StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,7,Baker,Rep,Don Cole,Absentee by Mail Votes,87
13,7,Baker,Rep,Don Cole,Advanced Voting Votes,407
13,7,Baker,Rep,Don Cole,Election Day Votes,241
13,7,Baker,Rep,Don Cole,Provisional Votes,1
13,7,Baker,Rep,Don Cole,TOTAL VOTES,736
13,7,Baker,I) (Dem,Sanford Bishop,Absentee by Mail Votes,279
13,7,Baker,I) (Dem,Sanford Bishop,Advanced Voting Votes,310
13,7,Baker,I) (Dem,Sanford Bishop,Election Day Votes,190
13,7,Baker,I) (Dem,Sanford Bishop,Provisional Votes,1
13,7,Baker,I) (Dem,Sanford Bishop,TOTAL VOTES,780
13,21,Bibb,Rep,Don Cole,Absentee by Mail Votes,2273
13,21,Bibb,Rep,Don Cole,Advanced Voting Votes,6072
13,21,Bibb,Rep,Don Cole,Election Day Votes,4379
13,21,Bibb,Rep,Don Cole,Provisional Votes,20
13,21,Bibb,Rep,Don Cole,TOTAL VOTES,12744
13,21,Bibb,I) (Dem,Sanford Bishop,Absentee by Mail Votes,10437
13,21,Bibb,I) (Dem,Sanford Bishop,Advanced Voting Votes,14749
13,21,Bibb,I) (Dem,Sanford Bishop,Election Day Votes,6731
13,21,Bibb,I) (Dem,Sanford Bishop,Provisional Votes,84
13,21,Bibb,I) (Dem,Sanford Bishop,TOTAL VOTES,32001
13,37,Calhoun,Rep,Don Cole,Absentee by Mail Votes,97
13,37,Calhoun,Rep,Don Cole,Advanced Voting Votes,394
13,37,Calhoun,Rep,Don Cole,Election Day Votes,203
13,37,Calhoun,Rep,Don Cole,Provisional Votes,0
13,37,Calhoun,Rep,Don Cole,TOTAL VOTES,694
13,37,Calhoun,I) (Dem,Sanford Bishop,Absentee by Mail Votes,487
13,37,Calhoun,I) (Dem,Sanford Bishop,Advanced Voting Votes,545
13,37,Calhoun,I) (Dem,Sanford Bishop,Election Day Votes,433
13,37,Calhoun,I) (Dem,Sanford Bishop,Provisional Votes,0
13,37,Calhoun,I) (Dem,Sanford Bishop,TOTAL VOTES,1465
13,53,Chattahoochee,Rep,Don Cole,Absentee by Mail Votes,112
13,53,Chattahoochee,Rep,Don Cole,Advanced Voting Votes,420
13,53,Chattahoochee,Rep,Don Cole,Election Day Votes,279
13,53,Chattahoochee,Rep,Don Cole,Provisional Votes,2
13,53,Chattahoochee,Rep,Don Cole,TOTAL VOTES,813
13,53,Chattahoochee,I) (Dem,Sanford Bishop,Absentee by Mail Votes,184
13,53,Chattahoochee,I) (Dem,Sanford Bishop,Advanced Voting Votes,366
13,53,Chattahoochee,I) (Dem,Sanford Bishop,Election Day Votes,164
13,53,Chattahoochee,I) (Dem,Sanford Bishop,Provisional Votes,1
13,53,Chattahoochee,I) (Dem,Sanford Bishop,TOTAL VOTES,715
13,61,Clay,Rep,Don Cole,Absentee by Mail Votes,102
13,61,Clay,Rep,Don Cole,Advanced Voting Votes,371
13,61,Clay,Rep,Don Cole,Election Day Votes,108
13,61,Clay,Rep,Don Cole,Provisional Votes,0
13,61,Clay,Rep,Don Cole,TOTAL VOTES,581
13,61,Clay,I) (Dem,Sanford Bishop,Absentee by Mail Votes,303
13,61,Clay,I) (Dem,Sanford Bishop,Advanced Voting Votes,350
13,61,Clay,I) (Dem,Sanford Bishop,Election Day Votes,186
13,61,Clay,I) (Dem,Sanford Bishop,Provisional Votes,0
13,61,Clay,I) (Dem,Sanford Bishop,TOTAL VOTES,839
13,79,Crawford,Rep,Don Cole,Absentee by Mail Votes,516
13,79,Crawford,Rep,Don Cole,Advanced Voting Votes,2568
13,79,Crawford,Rep,Don Cole,Election Day Votes,1080
13,79,Crawford,Rep,Don Cole,Provisional Votes,1
13,79,Crawford,Rep,Don Cole,TOTAL VOTES,4165
13,79,Crawford,I) (Dem,Sanford Bishop,Absentee by Mail Votes,557
13,79,Crawford,I) (Dem,Sanford Bishop,Advanced Voting Votes,902
13,79,Crawford,I) (Dem,Sanford Bishop,Election Day Votes,314
13,79,Crawford,I) (Dem,Sanford Bishop,Provisional Votes,1
13,79,Crawford,I) (Dem,Sanford Bishop,TOTAL VOTES,1774
13,81,Crisp,Rep,Don Cole,Absentee by Mail Votes,742
13,81,Crisp,Rep,Don Cole,Advanced Voting Votes,3129
13,81,Crisp,Rep,Don Cole,Election Day Votes,916
13,81,Crisp,Rep,Don Cole,Provisional Votes,4
13,81,Crisp,Rep,Don Cole,TOTAL VOTES,4791
13,81,Crisp,I) (Dem,Sanford Bishop,Absentee by Mail Votes,922
13,81,Crisp,I) (Dem,Sanford Bishop,Advanced Voting Votes,1607
13,81,Crisp,I) (Dem,Sanford Bishop,Election Day Votes,627
13,81,Crisp,I) (Dem,Sanford Bishop,Provisional Votes,1
13,81,Crisp,I) (Dem,Sanford Bishop,TOTAL VOTES,3157
13,87,Decatur,Rep,Don Cole,Absentee by Mail Votes,750
13,87,Decatur,Rep,Don Cole,Advanced Voting Votes,4158
13,87,Decatur,Rep,Don Cole,Election Day Votes,1341
13,87,Decatur,Rep,Don Cole,Provisional Votes,4
