StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,1,Appling,Dem,Liz Johnson,Absentee by Mail Votes,557
13,1,Appling,Dem,Liz Johnson,Advanced Voting Votes,808
13,1,Appling,Dem,Liz Johnson,Election Day Votes,322
13,1,Appling,Dem,Liz Johnson,Provisional Votes,3
13,1,Appling,Dem,Liz Johnson,TOTAL VOTES,1690
13,1,Appling,I) (Rep,Rick W. Allen,Absentee by Mail Votes,876
13,1,Appling,I) (Rep,Rick W. Allen,Advanced Voting Votes,3775
13,1,Appling,I) (Rep,Rick W. Allen,Election Day Votes,1676
13,1,Appling,I) (Rep,Rick W. Allen,Provisional Votes,8
13,1,Appling,I) (Rep,Rick W. Allen,TOTAL VOTES,6335
13,31,Bulloch,Dem,Liz Johnson,Absentee by Mail Votes,3303
13,31,Bulloch,Dem,Liz Johnson,Advanced Voting Votes,5018
13,31,Bulloch,Dem,Liz Johnson,Election Day Votes,2337
13,31,Bulloch,Dem,Liz Johnson,Provisional Votes,31
13,31,Bulloch,Dem,Liz Johnson,TOTAL VOTES,10689
13,31,Bulloch,I) (Rep,Rick W. Allen,Absentee by Mail Votes,2992
13,31,Bulloch,I) (Rep,Rick W. Allen,Advanced Voting Votes,9089
13,31,Bulloch,I) (Rep,Rick W. Allen,Election Day Votes,6709
13,31,Bulloch,I) (Rep,Rick W. Allen,Provisional Votes,23
13,31,Bulloch,I) (Rep,Rick W. Allen,TOTAL VOTES,18813
13,33,Burke,Dem,Liz Johnson,Absentee by Mail Votes,1793
13,33,Burke,Dem,Liz Johnson,Advanced Voting Votes,1764
13,33,Burke,Dem,Liz Johnson,Election Day Votes,1402
13,33,Burke,Dem,Liz Johnson,Provisional Votes,0
13,33,Burke,Dem,Liz Johnson,TOTAL VOTES,4959
13,33,Burke,I) (Rep,Rick W. Allen,Absentee by Mail Votes,691
13,33,Burke,I) (Rep,Rick W. Allen,Advanced Voting Votes,2831
13,33,Burke,I) (Rep,Rick W. Allen,Election Day Votes,1951
13,33,Burke,I) (Rep,Rick W. Allen,Provisional Votes,0
13,33,Burke,I) (Rep,Rick W. Allen,TOTAL VOTES,5473
13,43,Candler,Dem,Liz Johnson,Absentee by Mail Votes,350
13,43,Candler,Dem,Liz Johnson,Advanced Voting Votes,335
13,43,Candler,Dem,Liz Johnson,Election Day Votes,489
13,43,Candler,Dem,Liz Johnson,Provisional Votes,1
13,43,Candler,Dem,Liz Johnson,TOTAL VOTES,1175
13,43,Candler,I) (Rep,Rick W. Allen,Absentee by Mail Votes,393
13,43,Candler,I) (Rep,Rick W. Allen,Advanced Voting Votes,1153
13,43,Candler,I) (Rep,Rick W. Allen,Election Day Votes,1599
13,43,Candler,I) (Rep,Rick W. Allen,Provisional Votes,0
13,43,Candler,I) (Rep,Rick W. Allen,TOTAL VOTES,3145
