StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,3,Atkinson,I) (Rep,Austin Scott,Absentee by Mail Votes,177
13,3,Atkinson,I) (Rep,Austin Scott,Advanced Voting Votes,1345
13,3,Atkinson,I) (Rep,Austin Scott,Election Day Votes,678
13,3,Atkinson,I) (Rep,Austin Scott,Provisional Votes,1
13,3,Atkinson,I) (Rep,Austin Scott,TOTAL VOTES,2201
13,3,Atkinson,Dem,Lindsay Holliday,Absentee by Mail Votes,118
13,3,Atkinson,Dem,Lindsay Holliday,Advanced Voting Votes,380
13,3,Atkinson,Dem,Lindsay Holliday,Election Day Votes,206
13,3,Atkinson,Dem,Lindsay Holliday,Provisional Votes,0
13,3,Atkinson,Dem,Lindsay Holliday,TOTAL VOTES,704
13,17,Ben Hill,I) (Rep,Austin Scott,Absentee by Mail Votes,558
13,17,Ben Hill,I) (Rep,Austin Scott,Advanced Voting Votes,3160
13,17,Ben Hill,I) (Rep,Austin Scott,Election Day Votes,450
13,17,Ben Hill,I) (Rep,Austin Scott,Provisional Votes,0
13,17,Ben Hill,I) (Rep,Austin Scott,TOTAL VOTES,4168
13,17,Ben Hill,Dem,Lindsay Holliday,Absentee by Mail Votes,668
13,17,Ben Hill,Dem,Lindsay Holliday,Advanced Voting Votes,1241
13,17,Ben Hill,Dem,Lindsay Holliday,Election Day Votes,316
13,17,Ben Hill,Dem,Lindsay Holliday,Provisional Votes,0
13,17,Ben Hill,Dem,Lindsay Holliday,TOTAL VOTES,2225
13,19,Berrien,I) (Rep,Austin Scott,Absentee by Mail Votes,774
13,19,Berrien,I) (Rep,Austin Scott,Advanced Voting Votes,3757
13,19,Berrien,I) (Rep,Austin Scott,Election Day Votes,1809
13,19,Berrien,I) (Rep,Austin Scott,Provisional Votes,9
13,19,Berrien,I) (Rep,Austin Scott,TOTAL VOTES,6349
13,19,Berrien,Dem,Lindsay Holliday,Absentee by Mail Votes,313
13,19,Berrien,Dem,Lindsay Holliday,Advanced Voting Votes,526
13,19,Berrien,Dem,Lindsay Holliday,Election Day Votes,307
13,19,Berrien,Dem,Lindsay Holliday,Provisional Votes,1
13,19,Berrien,Dem,Lindsay Holliday,TOTAL VOTES,1147
13,21,Bibb,I) (Rep,Austin Scott,Absentee by Mail Votes,3094
13,21,Bibb,I) (Rep,Austin Scott,Advanced Voting Votes,7027
13,21,Bibb,I) (Rep,Austin Scott,Election Day Votes,3458
13,21,Bibb,I) (Rep,Austin Scott,Provisional Votes,7
13,21,Bibb,I) (Rep,Austin Scott,TOTAL VOTES,13586
13,21,Bibb,Dem,Lindsay Holliday,Absentee by Mail Votes,3596
13,21,Bibb,Dem,Lindsay Holliday,Advanced Voting Votes,5391
13,21,Bibb,Dem,Lindsay Holliday,Election Day Votes,1996
13,21,Bibb,Dem,Lindsay Holliday,Provisional Votes,17
13,21,Bibb,Dem,Lindsay Holliday,TOTAL VOTES,11000
13,23,Bleckley,I) (Rep,Austin Scott,Absentee by Mail Votes,629
13,23,Bleckley,I) (Rep,Austin Scott,Advanced Voting Votes,2770
13,23,Bleckley,I) (Rep,Austin Scott,Election Day Votes,946
13,23,Bleckley,I) (Rep,Austin Scott,Provisional Votes,2
13,23,Bleckley,I) (Rep,Austin Scott,TOTAL VOTES,4347
13,23,Bleckley,Dem,Lindsay Holliday,Absentee by Mail Votes,399
13,23,Bleckley,Dem,Lindsay Holliday,Advanced Voting Votes,561
13,23,Bleckley,Dem,Lindsay Holliday,Election Day Votes,281
13,23,Bleckley,Dem,Lindsay Holliday,Provisional Votes,0
13,23,Bleckley,Dem,Lindsay Holliday,TOTAL VOTES,1241
13,27,Brooks,I) (Rep,Austin Scott,Absentee by Mail Votes,536
13,27,Brooks,I) (Rep,Austin Scott,Advanced Voting Votes,2292
13,27,Brooks,I) (Rep,Austin Scott,Election Day Votes,1394
13,27,Brooks,I) (Rep,Austin Scott,Provisional Votes,5
13,27,Brooks,I) (Rep,Austin Scott,TOTAL VOTES,4227
13,27,Brooks,Dem,Lindsay Holliday,Absentee by Mail Votes,1058
13,27,Brooks,Dem,Lindsay Holliday,Advanced Voting Votes,1057
13,27,Brooks,Dem,Lindsay Holliday,Election Day Votes,484
13,27,Brooks,Dem,Lindsay Holliday,Provisional Votes,3
13,27,Brooks,Dem,Lindsay Holliday,TOTAL VOTES,2602
13,71,Colquitt,I) (Rep,Austin Scott,Absentee by Mail Votes,1436
