index,County,Precinct,Registered Voters,Bobby C. Kennedy (I) (Rep)_Election Day Votes,Bobby C. Kennedy (I) (Rep)_Advanced Voting Votes,Bobby C. Kennedy (I) (Rep)_Absentee by Mail Votes,Bobby C. Kennedy (I) (Rep)_Provisional Votes,Bobby C. Kennedy (I) (Rep)_Choice Total,Anson Anderson (Dem)_Election Day Votes,Anson Anderson (Dem)_Advanced Voting Votes,Anson Anderson (Dem)_Absentee by Mail Votes,Anson Anderson (Dem)_Provisional Votes,Anson Anderson (Dem)_Choice Total,Total,
0,Tattnall,District II,2500,202,777,145,0,1124,81,277,81,0,439,1563,
