index,County,Precinct,Registered Voters,G.W. Thompson (I) (Rep)_Election Day Votes,G.W. Thompson (I) (Rep)_Advanced Voting Votes,G.W. Thompson (I) (Rep)_Absentee by Mail Votes,G.W. Thompson (I) (Rep)_Provisional Votes,G.W. Thompson (I) (Rep)_Choice Total,Total,
0,Tattnall,East Glennville,2506,332,912,279,0,1523,1523,
