index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Paulding,Burnt Hickory Park,6242,619,2801,611,5,4036,119,489,296,1,905,23,33,10,0,66,5007,
1,Paulding,Crossroads Library,3662,319,1478,408,1,2206,103,425,362,1,891,9,23,10,0,42,3139,
2,Paulding,Shelton Elementary,5095,469,1641,424,3,2537,179,809,474,2,1464,8,16,13,0,37,4038,
3,Paulding,Russom Elementary,8243,706,2767,992,4,4469,220,1052,955,2,2229,19,39,31,1,90,6788,
4,Paulding,Paulding Sr Center,5972,511,1838,405,6,2760,196,876,561,3,1636,20,35,17,0,72,4468,
5,Paulding,Legacy Bapt Church,4443,313,1084,454,1,1852,147,615,457,4,1223,16,20,12,0,48,3123,
6,Paulding,Watson Govt Cmplx,10774,642,2750,833,8,4233,388,1600,1009,3,3000,39,59,28,0,126,7359,
7,Paulding,West Ridge Church,11546,1035,3651,1166,4,5856,336,1302,1019,1,2658,29,62,32,0,123,8637,
8,Paulding,Events Place,4923,229,753,296,3,1281,249,1182,792,3,2226,18,15,7,0,40,3547,
9,Paulding,Poplar Sprgs Bapt Church,4825,270,954,292,0,1516,249,1004,589,1,1843,8,14,12,0,34,3393,
10,Paulding,D Wright Innovation Ctr,7137,503,2230,381,2,3116,251,1076,629,1,1957,14,31,13,0,58,5131,
11,Paulding,Nebo Elem School,10070,1097,3269,763,4,5133,290,950,711,7,1958,30,68,23,0,121,7212,
12,Paulding,White Oak Park,5833,500,1649,433,6,2588,221,758,496,3,1478,24,26,16,0,66,4132,
13,Paulding,Mulberry Rock Park,5911,703,2345,574,4,3626,123,384,279,1,787,7,21,8,0,36,4449,
14,Paulding,Beulahland Baptist Church,2547,364,897,185,3,1449,58,199,140,0,397,9,11,4,0,24,1870,
15,Paulding,Paulding County Airport,4132,543,1339,325,3,2210,105,338,246,2,691,24,21,12,0,57,2958,
16,Paulding,Picketts Mill Baptist Church,2748,300,957,269,0,1526,75,294,281,1,651,12,7,10,0,29,2206,
17,Paulding,Taylor Farm Park,2761,169,783,290,0,1242,110,414,220,1,745,4,8,3,0,15,2002,
18,Paulding,Dobbins Middle School,8081,418,1988,481,2,2889,344,1609,1009,3,2965,14,41,17,0,72,5926,
