index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Paulding,Burnt Hickory Park,6242,492,2156,608,3,3259,214,938,250,1,1403,4662,
1,Paulding,Crossroads Library,3662,303,1323,554,1,2181,95,491,168,0,754,2935,
2,Paulding,Shelton Elementary,5095,451,1683,647,4,2785,161,605,194,0,960,3745,
3,Paulding,Russom Elementary,8243,660,2629,1407,5,4701,227,997,430,2,1656,6357,
4,Paulding,Paulding Sr Center,5972,524,1871,675,3,3073,165,730,225,3,1123,4196,
5,Paulding,Legacy Bapt Church,4443,331,1149,593,5,2078,109,452,247,0,808,2886,
6,Paulding,Watson Govt Cmplx,10774,783,3024,1213,9,5029,236,1094,508,1,1839,6868,
7,Paulding,West Ridge Church,11546,992,3447,1518,5,5962,319,1318,545,0,2182,8144,
8,Paulding,Events Place,4923,349,1382,728,3,2462,116,463,261,2,842,3304,
9,Paulding,Poplar Sprgs Bapt Church,4825,383,1356,580,0,2319,118,517,229,0,864,3183,
10,Paulding,D Wright Innovation Ctr,7137,546,2272,706,2,3526,179,895,237,0,1311,4837,
11,Paulding,Nebo Elem School,10070,1005,2984,971,6,4966,346,1072,408,2,1828,6794,
12,Paulding,White Oak Park,5833,531,1688,598,5,2822,169,598,265,4,1036,3858,
13,Paulding,Mulberry Rock Park,5911,581,1776,526,5,2888,214,794,259,0,1267,4155,
14,Paulding,Beulahland Baptist Church,2547,278,718,232,3,1231,127,331,78,0,536,1767,
15,Paulding,Paulding County Airport,4132,462,1156,392,3,2013,175,438,151,1,765,2778,
16,Paulding,Picketts Mill Baptist Church,2748,279,889,394,1,1563,92,307,115,0,514,2077,
17,Paulding,Taylor Farm Park,2761,198,816,341,0,1355,70,323,131,0,524,1879,
18,Paulding,Dobbins Middle School,8081,558,2564,1018,2,4142,179,917,405,2,1503,5645,
