index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Paulding,Burnt Hickory Park,6242,543,2517,727,5,3792,163,623,134,0,920,4712,
1,Paulding,Crossroads Library,3662,342,1534,652,0,2528,58,301,74,1,434,2962,
2,Paulding,Shelton Elementary,5095,507,1893,736,3,3139,109,431,108,1,649,3788,
3,Paulding,Russom Elementary,8243,715,3013,1599,4,5331,173,649,243,3,1068,6399,
4,Paulding,Paulding Sr Center,5972,568,2122,782,3,3475,130,502,117,3,752,4227,
5,Paulding,Legacy Bapt Church,4443,374,1272,703,2,2351,73,363,142,3,581,2932,
6,Paulding,Watson Govt Cmplx,10774,817,3263,1436,8,5524,205,911,294,2,1412,6936,
7,Paulding,West Ridge Church,11546,1068,3930,1786,3,6787,256,879,288,2,1425,8212,
8,Paulding,Events Place,4923,377,1484,838,3,2702,94,377,140,1,612,3314,
9,Paulding,Poplar Sprgs Bapt Church,4825,390,1467,649,0,2506,110,418,158,0,686,3192,
10,Paulding,D Wright Innovation Ctr,7137,580,2532,766,3,3881,143,650,180,0,973,4854,
11,Paulding,Nebo Elem School,10070,1082,3276,1127,8,5493,271,796,268,0,1335,6828,
12,Paulding,White Oak Park,5833,583,1844,741,5,3173,123,469,136,4,732,3905,
13,Paulding,Mulberry Rock Park,5911,615,2054,670,4,3343,179,544,123,1,847,4190,
14,Paulding,Beulahland Baptist Church,2547,313,824,260,3,1400,94,222,45,0,361,1761,
15,Paulding,Paulding County Airport,4132,514,1263,458,4,2239,127,342,83,0,552,2791,
16,Paulding,Picketts Mill Baptist Church,2748,312,1032,434,1,1779,58,178,81,0,317,2096,
17,Paulding,Taylor Farm Park,2761,213,892,410,0,1515,61,257,67,0,385,1900,
18,Paulding,Dobbins Middle School,8081,573,2777,1156,3,4509,174,734,259,1,1168,5677,
