index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Paulding,Burnt Hickory Park,6242,603,2754,603,4,3964,85,434,266,2,787,53,83,31,0,167,4918,
1,Paulding,Crossroads Library,3662,316,1467,415,1,2199,78,377,315,0,770,22,57,24,0,103,3072,
2,Paulding,Shelton Elementary,5095,443,1601,415,3,2462,154,738,446,0,1338,42,76,25,0,143,3943,
3,Paulding,Russom Elementary,8243,678,2749,996,4,4427,194,949,860,2,2005,48,112,59,1,220,6652,
4,Paulding,Paulding Sr Center,5972,484,1755,400,4,2643,186,828,510,2,1526,41,111,53,0,205,4374,
5,Paulding,Legacy Bapt Church,4443,304,1069,444,1,1818,135,567,423,3,1128,28,56,31,1,116,3062,
6,Paulding,Watson Govt Cmplx,10774,602,2640,813,8,4063,350,1497,940,3,2790,91,181,66,0,338,7191,
7,Paulding,West Ridge Church,11546,989,3564,1156,3,5712,284,1171,907,2,2364,90,194,107,0,391,8467,
8,Paulding,Events Place,4923,219,730,293,3,1245,225,1109,737,3,2074,39,75,39,0,153,3472,
9,Paulding,Poplar Sprgs Bapt Church,4825,252,922,289,0,1463,229,962,552,1,1744,32,56,28,0,116,3323,
10,Paulding,D Wright Innovation Ctr,7137,482,2162,362,2,3008,230,1014,601,1,1846,44,115,39,0,198,5052,
11,Paulding,Nebo Elem School,10070,1054,3197,740,4,4995,241,852,656,6,1755,92,174,61,0,327,7077,
12,Paulding,White Oak Park,5833,466,1628,417,6,2517,193,691,448,3,1335,63,69,49,0,181,4033,
13,Paulding,Mulberry Rock Park,5911,683,2276,574,4,3537,100,353,251,1,705,34,75,26,0,135,4377,
14,Paulding,Beulahland Baptist Church,2547,355,876,183,3,1417,46,179,132,0,357,23,38,10,0,71,1845,
15,Paulding,Paulding County Airport,4132,516,1288,311,3,2118,95,302,224,2,623,44,61,29,0,134,2875,
16,Paulding,Picketts Mill Baptist Church,2748,289,950,268,0,1507,62,260,244,1,567,24,33,27,0,84,2158,
17,Paulding,Taylor Farm Park,2761,157,762,279,0,1198,96,379,199,0,674,20,45,16,0,81,1953,
18,Paulding,Dobbins Middle School,8081,394,1966,466,2,2828,323,1512,956,2,2793,46,135,68,0,249,5870,
