index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Lee,Chokee,475,86,83,20,0,189,36,38,74,0,148,0,1,1,0,2,339,
1,Lee,Redbone,4841,666,1737,267,2,2672,127,337,201,1,666,32,25,12,0,69,3407,
2,Lee,Smithville,998,111,232,43,0,386,96,93,58,0,247,3,6,1,0,10,643,
3,Lee,CJC,614,121,254,31,0,406,7,37,16,0,60,5,7,0,0,12,478,
4,Lee,Leesburg,3313,359,1009,139,1,1508,118,357,137,0,612,24,34,4,0,62,2182,
5,Lee,Friendship Baptist,1376,216,512,67,0,795,24,97,35,0,156,9,12,4,0,25,976,
6,Lee,First Baptist,3921,500,1387,246,0,2133,128,467,252,1,848,21,35,14,0,70,3051,
7,Lee,SDA Church,1576,264,539,94,0,897,48,149,80,0,277,13,16,3,0,32,1206,
8,Lee,Flint Reformed Baptist,2621,312,841,100,0,1253,89,237,111,0,437,11,25,4,0,40,1730,
9,Lee,Century Fire Station,3162,308,976,195,1,1480,126,413,169,0,708,19,27,9,0,55,2243,
